title	issued	modified	description	id
MSL MARS ROVER 6 RDR PLACES ROVER                                      MOTION COUNTER V1.0	2018-06-26	2018-07-19	NULL	15650
Spaceport Compatible Optical Sensor Suite for Hazardous Gas Detection, Phase I	2002-05-01	2018-07-19	xxxxxxport Compatible xxxxxxical xxxxxx Suite for xxxxxxous Gas xxxxxxion, xxxxxx I	15651
NEW HORIZONS LORRI JUPITER ENCOUNTER V1.0	2018-06-26	2018-07-19	This data set contains Calibrated data taken by xxxxxx instrument during the xxxxxx encounter mission phase.	15652
Thermal and Mechanical Optimization of Structural Thermal Insulation Composites	2016-01-01	2018-07-19	xxxxxx exploration and lunar habitation is currently limited by factors such as the extreme lunar environment and costs of shipping. Materials are needed that are lightweight and can withstand large temperature fluctuations, impact, and radiation. The structural thermal insulation composites developed by this project will provide a lightweight, low-cost solution to the problem and also adapt well for uses on earth. The technology is anticipated to increase sustainable construction options in commercial/residential insulation and marine applications.The overall goal of the proposed work is to develop composites using advanced materials which will provide a thermal conductivity and an in-plane tensile strength suitable for use in constructing habitats and other structures for extreme temperature environments as well as sustainable commercial/residential construction. The scope of this project will be to investigate the properties of constituent materials as well as optimize the layering sequences of these materials in their final structural form. The approaches taken to complete this research are organized into four tasks: Constituent material characterization xxxxxx thermal and mechanical properties Fabrication of composite specimens Thermal and mechanical testing of composites This research is anticipated to provide xxxxxx and the space industry with a superior composite structural insulation system for lunar habitations and space exploration in other extreme temperature environments.This research applies to the OCTs xxxxxx 12 and 14 because it will develop lightweight, special materials to incorporate into structural insulation composites for use in multi-functional structures. The research will also address heat transfer through structural insulation composites and create a solution for extreme temperature environments. These composites will progress space technology toward lightweight, low-cost, insulating materials for use in habitats, multi-functional structures, and other space exploration.	15653
Aeroelastic/Aeroservoelastic Uncertainty and Reliability of Advanced Aerospace Vehicles in Flight and Ground Operations, Phase I	2011-01-01	2018-07-19	ASSURE - Aeroelastic / Aeroservoelastic (AE/ASE) Uncertainty and Reliability xxxxxxing capability - is a set of probabilistic computer programs for isolating uncertainties in simulation, manufacturing, test, measurement, and test to analysis correlation affecting the AE/ASE characteristics of advanced flight vehicles in flight and on the ground, and for studying the effects of such uncertainties.  ASSURE will provide a quantitative assessment of the statistics of AE/ASE stability and dynamic response of aircraft at given flight conditions, throughout the flight envelope, on the runway, and throughout the aircraft fleet and its missions.  It is designed to have significant flexibility in the types of problems analyzed, the solution methods used, and how problems are defined.  ASSURE will be unique in the scope of problems tackled, systems complexity involved, and the inclusion of all elements affecting the ASE behavior of flight vehicles; including detailed models of structures, aerodynamics, sensors, actuators, control systems, landing gear, and flight operations and maintenance procedures.  xxxxxx of the undamaged and damaged / repaired systems (structural, actuator, sensor, control computer, and landing gear, including possible aerodynamic consequences of damage) will be covered, with applications to test planning and analysis, design, certification, and fleet operation and maintenance.	15654
Miniaturized, High-Reliability CubeSat Release Mechanism	2016-09-01	2018-07-19	This proposal describes a xxxxxx I effort aimed at using additive manufacturing (AM) and a commercial partnership to build a miniaturized, general purpose CubeSat release mechanism. &nbsp;The objective of xxxxxx I is to demonstrate the feasibility of combining an &ldquo;off the shelf&rdquo;, high-reliability actuator with a GSFC designed mechanism and CubeSat power and volume constraints to achieve a multi-purpose CubeSat release mechanism. The intention of this xxxxxx I effort is to demonstrate the design and proof of concept of a miniaturized release mechanism.&nbsp; As part of that effort, it is our intention to demonstrate the value of using both additive manufacturing (AM) techniques and a commercial partnership to build a miniaturized, general purpose CubeSat release mechanism. &nbsp;The objective of xxxxxx I is to demonstrate the feasibility of combining an &ldquo;off the shelf&rdquo;, high-reliability actuator with a GSFC designed mechanism and CubeSat power and volume constraints to achieve a multi-purpose CubeSat release mechanism.Traditional CubeSat release systems have utilized a burn wire approach for releasing spacecraft systems.&nbsp; There is mounting evidence that these burn wire systems have high failure rates.&nbsp; Additionally, these burn wire systems require refurbishment after every test.&nbsp; This xxxxxxy-Stage xxxxxxovation will demonstrate a high-reliability system that maintains compatibility with CubeSat power and electrical systems.&nbsp; In addition, it is envisioned that a re-settable CoTS actuator can be used that will allow the release mechanism to be reset after every use rather than being replaced.This effort will be broken into 2 phases.&nbsp; The first phase will be the design or a release mechanism that can meet the needs of multiple deployable spacecraft systems.&nbsp; The design will be accomplished using GSFC Computer Aided Design tools.&nbsp; The second phase will then produce a physical, functional model of the proposed design.&nbsp; It is anticipated that the second phase may uncover issues with the design which will then be corrected.&nbsp; The appeal of printing the prototype model is that there can be a quick turn-around between design iterations.	15655
Predictor of Airport Runway Capacity (PARC), Phase I	2017-12-01	2018-07-19	Estimates of arrival and departure capacities of individual airport runways are used to predict occurrences of demand-capacity imbalance, and to meter arrivals and departures to balance runway demand with capacity. Inaccurate estimates incorrectly identify demand-capacity, imbalance time periods and metering solutions; resulting in underutilized runways or excessive traffic congestion. xxxxxx predictions enable maximizing airport and flight efficiency. The xxxxxxor of Airport xxxxxx xxxxxxacity (PARC) forecasts the future capacities of individual airport runways under specified operating conditions and a time horizon. PARC uses historical operations data to create and update statistical xxxxxxian network (BN) models of inter-aircraft spacing, accounting for influencing factors. The BN models are used in xxxxxx simulations of airport runway traffic to predict their arrival and departure capacities for the specified operating conditions and scheduled traffic. Traffic managers use PARC's capacity estimates to implement metering programs to efficiently balance runway demand with capacity. For example, forecast weather proximate to Charlotte-xxxxxx International Airport (xxxxxx) will change the prevailing wind direction, ceiling, and xxxxxx (RVR), requiring changing the airport runway configuration from xxxxxx to xxxxxx Flow and the operational flight rules from visual to marginal. Traffic planners want to know if these changes will cause excessive traffic congestion warranting implementation of a departure metering program. PARC determines that the number of scheduled departures will exceed capacity on runway 36C under the forecasted runway configuration, visibility, and traffic conditions. The traffic planners implement metering of runway 36C departures using PARC's runway capacity estimate. Because the estimated runway capacity is accurate, metering neither starves the runways of flights nor creates excessive runway departure queues.	15656
International Satellite Cloud Climatology Project (ISCCP)	2018-06-25	2018-07-19	International xxxxxx xxxxxx Climatology Project (ISCCP) focuses on the distribution and variation of cloud radiative properties to improve the understanding of the effects of clouds on climate, the radiation budget, and the long-term global hydrologic cycle.	15657
Fabrication Process and Electronics Development for Scaling Segmented MEMS DMs, Phase II	2017-10-01	2018-07-19	xxxxxxelectromechanical systems (MEMS) technology has the potential to create deformable mirrors (DM) with more than 10^4 actuators that have size, weight, and power specifications that are far lower than conventional piezoelectric and electrostrictive DMs. xxxxxxver, considerable development is necessary to take state-of-the-art MEMS DMs today and make them flight-like. This xxxxxx xxxxxx proposal addresses two critical areas in MEMS DM development towards the goal of developing flight-like hardware. Namely, xxxxxx research will further develop xxxxxx AO's proven hybrid MEMS DM technology to: 1) develop and demonstrate wafer-scale assembly of deformable mirror arrays and 2) increase drive electronics resolution to >=18 bits using hardware-controlled super-resolution oversampling techniques. The increased spatial and actuator resolution afforded by the development here will enable picometer resolution DMs required to reach 10^10 contrast levels necessary for direct detection of xxxxxxsized terrestrial planets.	15658
GALILEO ORBITER A MAG RDR IDA HIGH RES V1.0	2018-06-26	2018-07-19	xxxxxx (MAG) calibrated high-resolution data from the xxxxxx flyby in spacecraft, EME-50, RTN and xxxxxx xxxxxxar Ecliptic (IaSE) coordinates. These data cover the interval 1993-08-28 15:56 to 1993-08-28 17:50.	15659
A Real-Time Photogrammetric Imaging System for Flight Control Surfaces, Phase II	2004-01-01	2018-07-19	A Real-Time Photogrammetric Imaging xxxxxx for xxxxxx Control xxxxxxs, xxxxxx	15660
Low-Cost Launch Propulsion Stage and Deployment Bus for Smallsats, Phase I	2018-06-01	2018-07-19	xxxxxx Technologies is teaming with the xxxxxxersity of xxxxxx to design, manufacture, and test a first-stage propulsion booster system and a picosatellite orbital deployer capable of mitigating hazards associated with propulsion-capable xxxxxx. The total launch system seeks to deliver pico-satellites and/or smallsat 5-50 kg payloads into LEO, including an innovative hazard-mitigation picosatellite orbital deployer (SAF-POD) developed by xxxxxx. This technology has the potential of increasing first-stage thrust, specific impulse, and total impulse during the initial boost phase of ascent. xxxxxx I will include system analyses and trades to scope a feasible SAF-POD design that has the hazard containment necessary to allow for launches of propulsion-capable xxxxxx as secondary payloads. As picosatellites develop greater capabilities the need to include propulsion systems grows, but there is currently no approved method for delivering hazardous xxxxxx into orbit as secondary payloads per xxxxxx safety requirements. The SAF-POD technology will be developed to operate as a light-weight CubeSat deployer that protects primary payloads from CubeSat hazards.	15661
SEA LEVEL (TOPEX/POSEIDON)	2018-06-25	2018-07-19	Sea level rise is caused by the thermal expansion of sea water due to climate warming and widespread melting of land ice. The TOPEX/POSEIDON mission a joint satellite mission between xxxxxx and the French space agency CNES, which operated between 1992 and 2005 to collect ocean surface and sea level data to support the mission of understanding ocean circulation.	15662
Human-In-The-Loop Control of a Bipedal Robot with Variable Levels of Autonomy	2015-08-01	2018-07-19	Bipedal robots have a growing presence in space exploration and industrial applications because they can more easily and safely perform complex tasks in environments designed for human users than their traditional mobile wheeled counterparts. xxxxxxver, the increased number of degrees of actuation and sensing make bipedal robots unwieldy for human operators to directly teleoperate. The objective of this study is to design, implement, and test interfaces that will allow human operators to efficiently generate movement patterns for, gather feedback from, and moderate such robots at levels ranging from individual joints to multiple robots.	15663
Flight Data For Tail 652	2012-12-03	2018-07-19	The following zip files contain individual flight recorded data in xxxxxx file format. There are 186 parameters each with a data structure that contains the following:-sensor recordings-sampling rate-units-parameter description-parameter ID	15664
Multi-Scale Modeling of Crack Nucleation and Growth in Additively Manufactured Alloys	2017-08-01	2018-07-19	Additive manufacturing (AM) promises growth in design space, increased speed of production, and decreased cost to aircraft and space technology engineering. For this new process to be fully integrated into xxxxxx fabrication pipeline, a comprehensive understanding of component reliability (and therefore, fatigue life and failure) must be obtained. Thus, the goals of this project are to provide definitive results outlining the strength and reliability of AM materials for xxxxxx, as well as to provide a digital platform and methodology for further tests.The approach to this project involves two parallel xxxxxx will explore the effect of defects characteristic of AM (voids, inclusions, and impurities) on fatigue life in order to better comprehend the governing modes of AM fracture initiation in xxxxxx mission environments. Specifically, I will study short crack nucleation from these defects in aluminum, a popular material in both AM and aerospace applications.-I will undertake this exploration via atomistic-scale simulation, using physics-based models which will be applicable to a wide range of defect sizes and load cases. One large challenge I expect to encounter is the inherent computational intensity of atomistic simulation. Though much progress has been made with respect to efficiently computing these experiments in a tractable clock time, the desire for larger atomistic windows will always persist, and the veracity of my results must always be interpreted with this in mind.The outcomes of this project are designed to help xxxxxx effectively utilize AM technology now and in the future. Instead of long wait times on costly experiments, this software will allow for the characterization of new materials and new AM processes computationally. This will shorten the pipeline between material development and mission implementation, as well as be useful as a design tool for exploring new materials and AM methods. Additionally, these results will be applicable to all.	15665
Towards Accelerated Aging Methodologies and Health Management of Power MOSFETs	2013-06-19	2018-07-19	Understanding aging mechanisms of electronic components is of extreme importance in the aerospace domain where they are part of numerous critical subsystems including avionics. In particular, power MOSFETs are of special interest as they are involved in high voltage switching circuits such as drivers for electrical motors. With increased use of electronics in aircraft control, it becomes more important to understand the degradation of these components in aircraft specific environments. In this paper, we present an accelerated aging methodology for power MOSFETs that subject the devices to indirect thermal overstress during high voltage switching. During this accelerated aging process, two major modes of failure were observed – latch-up and die attach degradation. In this paper we present the details of our aging methodology along with details of experiments and analysis of the results.	15666
ROSETTA-ORBITER SOLAR WIND RPCIES 2 CR2 V1.0	2018-06-26	2018-07-19	This dataset contains EDITED RAW DATA of cruise 2 phase. xxxxxxluded are the data taken from 03 October 2005 to 7 xxxxxxh 2006.	15667
NDAS NASA Data Acquisition Software Suite- Version 2.0	2015-05-01	2018-07-19	Current xxxxxx propulsion test facilities include xxxxxx in xxxxxx, xxxxxx xxxxxx xxxxxx Center in xxxxxx, xxxxxx in xxxxxx, and xxxxxx Test Facility in xxxxxx. Within and across these centers, a diverse set of data acquisition systems exist with different hardware and software platforms. The xxxxxx xxxxxx Acquisition xxxxxx (NDAS) is a software suite designed to operate and control many critical aspects of rocket engine testing. The software suite combines real-time data visualization, data recording to a variety formats, short-term and long term acquisition system calibration capabilities, test stand configuration control, and a variety of data post-processing capabilities. Additionally, data stream conversion functions exist to translate test facility data streams to and from downstream systems, including customer systems. The primary design goals for NDAS are flexibility, extensibility, and modularity. Providing a common user interface for a variety of hardware platforms helps drive consistency and error reduction during testing. Also, with an understanding that test facilities have different requirements and setups, the software is designed to be modular. One program may require real-time displays and data recording; others may require more complex data stream conversion, measurement filtering, or test stand configuration management. The NDAS suite allows test facilities to choose which components to use based on their specific needs. The NDAS code is primarily written in xxxxxx, a graphical data-flow driven language. xxxxxxhough xxxxxx&trade; is a general purpose programming language, large-scale software development in the language is relatively rare compared to more commonly used languages. The NDAS software suite also makes extensive use of a new, advanced development framework called the Actor Framework. It provides a level of code reuse and extensibility that has previously been difficult to achieve using xxxxxx. The test complexes at xxxxxx (SSC) require reliable and accurate data acquisition in order to analyze the results of rocket engine tests.&nbsp; Acquisition systems include high-speed data, low-speed data, event monitoring, and video feeds.&nbsp; In order to obtain accurate data, routine calibrations must be performed on each channel, which can be defined as a single data stream to be collected, including the entire hardware chain from signal acquisition by a transducer to signal conditioning by an amplifier and digitization by an xxxxxx-to-Digital converter.Low xxxxxx xxxxxx Acquisition xxxxxx (LSDAS) is utilized to provide real time display and recording of data.&nbsp; This data includes both analog and discrete measurements including but not limited to transducers, transmitters, thermocouples, test stand status monitoring, and valve commands and positions.&nbsp; NDAS must be able to correctly process data from the sensors and convert the data to engineering units.NDAS is a data acquisition system designed for use on all xxxxxx test stands.&nbsp; It replaces the current outdated systems including but not limited to: the xxxxxx xxxxxx Acquisition xxxxxx (SDAS), and the Digital xxxxxx Acquisition xxxxxx (DDAS).&nbsp; Its flexibility and modularity enables it be used with any hardware at any test facility.&nbsp;The NDAS project developed an architecture that would provide:xxxxxxability: xxxxxx abstraction layer adaptable to different acquisition systems with minimal effort,xxxxxxity: Functional areas designed as separate modules to simplify maintenance and life cycle support,Extensibility: Displays and data output files can be customized via a standardized plug-in architecture,Flexibility: xxxxxxovative hierarchical and self-referential database architecture allows for flexibility to deploy to any facility,Unified xxxxxx Configuration: The system, measurements and calibrations are managed and configured within a common user interface, andStreamlined Operations: xxxxxx-time processing and analysis minimizes post-test data processing turnaround time&nbsp;NDAS is written using an object-oriented approach with extensive use of an advanced development framework called the Actor Framework.&nbsp; In this approach, actors serve as the logic units of concurrent computation. In response to a message received, an actor can perform a specific task, send messages, and determine how to respond to messages.&nbsp; The major components of the NDAS software suite are as follows:NIRD - A central database which stores measurement configuration information for running the NDAS software,NOSS - A central system configuration interface for engineers to configure measurements in the NDAS software,NOPS - This function acquires, scales, and propagates all measurement data to client applications,NDIS - A client application for real-time data graphing, tabular displays, and event monitoring,NLOG - A client application for data logging and data file conversion.NGATE - A gateway between NDAS and downstream systems, converting customer data streams to NDAS data streams and vice versa.&nbsp;NCAL - This function performs short-term and long-term system calibrations.	15668
A Ferroelectric Semiconductor Absorber for Surpassing the Shockley-Queisser Limit, Phase I	2017-12-01	2018-07-19	xxxxxxical xxxxxxs xxxxxx. (PSI) proposes to develop new solar cells based on a ferroelectric semiconductor absorber material that can yield a 30% increase in efficiency and a 20% increase in specific power compared with current triple-junction xxxxxx-V cells. These gains will be realized by exploiting a unique charge separation mechanism in ferroelectrics that enables open-circuit voltages many times the band gap, leading to maximum power conversion efficiencies exceeding the conventional xxxxxx limit (33%). PSI and team members will create photovoltaic cells based on xxxxxxabundant xxxxxx stabilized in a ferroelectric state by epitaxial strain engineering. By combining above-gap cell voltages with the high absorption coefficient (45% is anticipated to be achievable. Importantly, these cells will also offer improved radiation resistance due to the reduced carrier diffusion lengths required by the unique ferroelectric charge separation mechanism. During xxxxxx I, PSI, guided by first-principles calculations conducted by the PARADIM Center at Cornell xxxxxxersity, will demonstrate room-temperature ferroelectric ordering in xxxxxx through epitaxial strain engineering. During xxxxxx, PSI and xxxxxxrence xxxxxx xxxxxxoratory will demonstrate the potential of the proposed absorber by achieving above-band gap open-circuit voltages in prototype cells. During xxxxxx effort, the efficiency of these cells will be increased to a target value of 45% through reduction of intrinsic defects, leading to substantial improvements in cell size, weight, and power output.	15669
NEW HORIZONS ALICE JUPITER ENCOUNTER V1.0	2018-06-26	2018-07-19	This data set contains xxxxxx data taken by the xxxxxx xxxxxx UV xxxxxx instrument during the xxxxxx encounter mission phase.	15670
Linear Structural Relations Modeling for Complex Land Cover and Land Use Change, Phase I	2002-05-01	2018-07-19	xxxxxxar Structural Relations xxxxxx for Complex xxxxxx and xxxxxxd Use xxxxxxe, xxxxxx I	15671
Fast Acting Flow Control Valve, Phase I	2014-12-01	2018-07-19	High power electric propulsion systems have the potential to revolutionize space propulsion due to their extremely high performance.  This can result in significant propellant savings on space vehicles, allowing the overall mass to shrink for launch on a less expensive vehicle or to allow the space vehicle to carry more payload at the same weight.  Many of the electrical propulsion systems operate in pulse mode, pulsing hundreds or even thousands of times per second.  Creating reliable valves that can operate in pulse mode for extremely long life and at low power are critical in these applications.WASK xxxxxxing will develop a normally closed, piezo electric operated valve for application to pulsing electrical thrusters.  The benefits of such a valve includes 1) demonstrated ability to operate at frequencies from 0 Hz to 4,000 Hz, 2) ability to throttle continuously from 0-100% open, 3) extremely fast response, 4) low power usage, 5) infinitely variable valve operating waveforms, sine wave, square wave, saw tooth, custom wave form, etc., 6) no EMI generated, 7) very small size provides options when locating valve, 8) demonstrated ability to operate at pressures exceeding 1,000 psi, and 9) very low part count for reliability.	15672
GIOTTO EXTENDED MISSION, OPE, V1.0	2018-06-26	2018-07-19	This dataset includes raw and calibrated results from the xxxxxxical xxxxxx Experiment (OPE) aboard the xxxxxx spacecraft during its extended mission to comet 26P/Grigg-Skjellerup, as well as the data used in the calibration.	15673
Fiber Coupled Scanned Themographic NDE, Phase I	2002-05-01	2018-07-19	xxxxxx Coupled Scanned Themographic NDE, xxxxxx I	15674
Development of Fast Response SME TiNi Foam Torque Tubes, Phase I	2009-07-01	2018-07-19	Shape xxxxxxe Technologies (SCT) has pioneered the use of Self-propagating High Temperature Synthesis (SHS) to manufacture open celled, porous xxxxxx.  Recently, we have been able to demonstrate the shape memory effect  in these foams, which is a unique capability.   Unlike solid, monolithic xxxxxx, the open-celled foam structure allows for very rapid response times when immersed in fluids, such as hot water or hot air. The SHS process makes net shape components, and so the cost of the tube can be dramatically reduced, and can have features introduced into the end of the tube to allow for simple torque transfer into a structure.  Thus, in developing a foam torque tube using SHS, all of the key obstacles to its incorporation into existing aerostructures can be resolved, while preserving the key benefits of a lightweight, solid-state structure.	15675
Optical CDMA for CubeSats, Phase I	2017-07-01	2018-07-19	xxxxxx an end to end optical CubeSat system architecture. xxxxxx all signal processing components required for successful operation suitable for hardware implementation and testing in the future. Perform software simulations to validate the analysis.	15676
High Framing Rate Imaging of Velocity and Minor Species Concentrations, Phase I	2002-05-01	2018-07-19	High Framing Rate Imaging of Velocity and Minor Species Concentrations, xxxxxx I	15677
GALILEO PROBE NMS RAW DATA SET	2018-06-26	2018-07-19	This Galileo xxxxxx xxxxxx xxxxxx (xxxxxxS) data set includes: (1) xxxxxx atmospheric entry data from December 7, 1995; (2) xxxxxxent characterization data; xxxxxxh - April, 1985; (3) xxxxxxidual background data from Earth testing; 1985 - 1989; (4) xxxxxxidual background data from space; 1989, 1990, 1992; (5) Characterization data from the refurbished xxxxxxing xxxxxx (NOT YET AVAILABLE - December, 1998); (6) Sequence and conversion tables necessary to process the data.	15678
Enhanced Path Planning, Guidance, and Estimation Algorithms for NASA's GMAT, Phase I	2012-08-01	2018-07-19	xxxxxxanced trajectory design and estimation capabilities in complex nonlinear dynamical regimes represent two of the greatest technical challenges of modern space flight. In addressing these challenges, DECISIVE ANALYTICS Corporation seeks to advance the capabilities of xxxxxx open source xxxxxxral Mission xxxxxx Tool to integrate the latest advances in trajectory path planning and estimation.	15679
PVO VENUS MAG RESAMPLED P-SENSOR 24SEC AVGS V1.0	2018-06-26	2018-07-19	not applicable	15680
APOLLO 12 ALSEP/SWS SOLAR WIND 1-HR AVG TABLES V1.0	2018-06-26	2018-07-19	This data set contains tables of time ordered, hourly-averaged plasma parameters, mainly of the solar wind, as observed on the xxxxxx at the xxxxxx ALSEP site by the xxxxxx xxxxxx xxxxxx from 19 November 1969 through 25 xxxxxxh 1976.	15681
An Integrated Turbulence Hazard Decision Support Tool for Controllers and Dispatchers, Phase I	2006-07-01	2018-07-19	Every day, turbulence has an adverse effect on aircraft operations and capacity of the NAS, costing the airline industry at least $100 million annually in operational inefficiencies, unscheduled maintenance, and injuries.  A contributor to these costs is that controllers' and dispatchers' current tactical knowledge of turbulence hazards relies heavily on verbal pilot reports of turbulence, which are often inconsistent, late, and subjective.  AeroTech will develop a turbulence hazard decision support tool (xxxxxx) that will enhance controllers' and dispatchers' situational awareness of the location and severity of turbulence; by providing real-time quantitative turbulence information down-linked from aircraft.  xxxxxx will enhance tactical and strategic decision making with regard to airspace usage and aircraft routing by enabling users to predict the effect of the reported/detected turbulence on aircraft whose route may take them through that location.  With enhanced turbulence knowledge, collaboration with pilots regarding route changes can be improved and cost savings to the airlines can be gained through more efficient and safer aircraft routing.  xxxxxx I will prove technical feasibility of integrating the turbulence information and will develop, using controller and dispatcher inputs, CONOPS and requirements for the xxxxxx.  By xxxxxx, a meaningful controller/dispatcher xxxxxx will be developed, tested, and evaluated.	15682
Silicone Adhesives for High Temperature Inflatable Fabrics and Polymer Films, Phase I	2008-07-01	2018-07-19	Thin films, elastomeric materials, high temperature fabrics and adhesives that are capable of withstanding thermal extremes (-130oC to 500oC) are highly desirable for use in inflatable decelerator applications.  One solution is to substantially increase the thermal conductivity of the adhesive layer underneath the thin film layer so that heat generated during entry of the decelerator into the atmosphere can be quickly and effectively dissipated, thus avoiding the negative effect of high temperature. We propose an approach wherein a low volume fraction (<5%) of inorganic nanoparticle fillers will lead to substantial increase in thermal conductivity in the direction perpendicular to the thin film. The innovation is in the development and processing of a unique morphology of the nanocomposite adhesive material. In xxxxxx I, we will demonstrate the feasibility of the concept by fabricating elastomeric adhesives containing nanoscale additives, and testing the thermal conductivity perpendicular to the thin film direction. The xxxxxx I program is a collaboration with a leading manufacturer of inflatable structures for space applications. The focus of the xxxxxx program will be in implementing the technology in a prototype component, which will be tested and qualified, and made available to xxxxxx. The proposed work builds upon NEI's prior experience with nanoparticle dispersed material systems.	15683
Gradient Alloy for Optical Packaging	2012-09-01	2018-07-19	xxxxxxances in additive manufacturing, such as xxxxxx xxxxxxed Net Shaping (LENS), enables the fabrication of compositionally gradient microstructures, i.e. gradient alloys. LENS has been successfully demonstrated for a stainless-steel/xxxxxx gradient alloy for controlled thermal expansion. The objective of the workshop is to determine the best application for stainless-steel/xxxxxx and other metallic gradient alloys. xxxxxx can include optical assemblies and packages and transitional joints.The proposed workshop is innovative in that it explores the use of additive manufacturing for the fabrication of hardware. Currently, all additive manufacturing techniques are in the early stages of development, both commercially and at other xxxxxx centers. This technology, which includes processes like LENS, e-beam welding, and ultra-sonic additive manufacturing, aims to reduce the need for machining metal parts from large billets by creating net or near-net shapes using only the metal required for the final part. In 2012, JPL R&TD is funding the development of a novel steel-xxxxxx alloy that is included in this proposal as the weld connection between a steel bench and an xxxxxx optical mount. By tuning the composition of the gradient alloy to the prototype hardware, the thermal expansion between the two can be predicted and controlled. This will eliminate the need for brazing or fastening hardware, reduce the stresses associated with thermal-cyclic fatigue, and improve reliability. The fabrication of such a gradient alloy by traditional metallurgical techniques is not possible. The LENS technique offers the additional ability to fabricate net and near-net shape components from the gradient alloy, limiting the need for machining, by laser depositing the constituent metals at independently controlled rates via the LENS system's computer-controlled multi-nozzle feature. The resulting part is fully dense, has a gradient transition from one alloy to another, and is tough (free of cracks and brittle intermetallic phases). The workshop is a natural evolution advancement from the current project because it will utilize the new material in optical packaging and other applications that are plagued with design challenges.	15684
Mariner 10 Image Archive	2018-06-25	2018-07-19	The xxxxxx 10 xxxxxx includes tools to view shaded relief maps of the surface of Mercury, a 3D globe, and all images acquired by xxxxxx xxxxxx 10 mission.	15685
128x128 Ultra-High Density Optical Interconnect, Phase II	2006-12-01	2018-07-19	Future xxxxxx programs like Tertiary xxxxxxet Finder (xxxxxx) require high-density deformable mirrors with up to 16,000 actuators to enable direct imaging of planets around distant stars. xxxxxx has been developing high-density module actuator arrays that will enable deformable mirrors to be fabricated with array sizes up to 128 by 128. These monolithic actuator arrays have eliminated the need for discrete wires by using internal electrical conductors that terminate at the back of the module. Concepts for electrical attachment have been developed to allow laboratory testing and evaluation, but reliable interconnect technology must be developed that will allow the module mirror technology to meet space qualification requirements. Environmental requirements for the interconnect include radiation, mechanical, thermal and life cycle loads. The interconnect must also survive subsequent assembly processes including thermal and coating vacuum cycles. We are proposing under xxxxxx I to investigate electrical interface options, materials and processes for the module arrays compatible with future space qualification requirements. During a follow on xxxxxx a high density interconnect for a full scale 32 by 32 mirror would be built and assembly processes qualified with rigorous testing.	15686
Fiber-Coupled Spectrometer for TPS Materials, Phase II	2013-05-01	2018-07-19	"EDA, xxxxxx., in partnership with Penn State, has shown previously that the concept of embedding fiber optics within ablative TPS material has merit and should yield a successful implementation of a spectrometer \"window\" during a xxxxxx development program. xxxxxxical instrumentation, such as optical spectrometers would provide benchmark data for fundamental flow, radiation, and materials modeling as well as provide operational correlations between vehicle reentry drag and radiation if implemented in a TPS flight test program.  Without flight spectral data, and the appropriate modeling efforts, the power of prediction to assist in new heat shield design does not exist for reentry into other planetary atmospheres.  This is a severe limitation for future space exploration missions which xxxxxxxxxxxx helps address."	15687
ISS Expedition 30 Press Kit	2012-12-31	2018-07-19	Press kit for xxxxxx mission Expedition 30 from 11/2011-07/2012. Press kits contain information about each mission overview, crew, mission timeline, benefits, and media contact information.	15688
Understanding Human Error Based on Automated Analyses vol 1	2010-09-22	2018-07-19	A proactive approach to identifying and alleviating life-threatening conditions in the aviation system entails a well-defined process of identifying threats, evaluating causes, assessing risks, and implementing appropriate solutions. This process is not a trivial undertaking. It requires continuous monitoring of system performance in a non-punitive culture; learning from normal operational experience; comparing actual performance to expected performance; identifying the precursor events and conditions that foreshadow most accidents; designing appropriate interventions to minimize the risk of their occurrence; and having a system in place to monitor the efficacy of the interventions.	15689
Solid State Oxygen Concentrator and Compressor, Phase I	2017-12-01	2018-07-19	xxxxxx has developed a novel solid state technology for gas separation and will be applying it for the first time to meet a critical life support function: to develop an oxygen concentration module that minimize the hardware mass, volume, and power footprint while still performing at the required xxxxxx capabilities. The xxxxxx xxxxxx Concentration xxxxxx is an extension of our proven H2 concentration, generation and compression technology that we are currently developing for xxxxxx applications, including several configurations specifically designed for operation in Zero Gravity. This cell hardware has been demonstrated in mock zero and negative gravity on the bench-top and is currently being scaled for greater throughput applications.	15690
Advanced Composite Thrust Chambers for the Altair Lunar Lander, Phase II	2012-12-01	2018-07-19	Radiation-cooled, bipropellant thrusters are being considered for the Ascent xxxxxx main engine of the xxxxxx.  Currently, iridium-lined rhenium combustion chambers are the state-of-the-art for radiatively cooled thrusters.  To increase the performance of radiation-cooled engines, improved chamber materials are needed that will allow higher operating temperatures, better resistance to oxidation, and reduce mass.  During this effort, an innovative composite thrust chamber is being developed that will incorporate advanced ceramic oxide and iridium liner techniques as well as replacing the expensive, high density rhenium with a low mass carbon-carbon composite.  The xxxxxx I results have demonstrated the potential of combining innovative fabrication techniques to produce an advanced ceramic-Ir lined C-C thrust chamber. Hot gas testing has shown the ability of the ceramic oxide coating to reduce the exterior temperature of the C-C jacket, which will enable the use of higher temperature propellants for improved performance.  No damage was observed in the ceramic-Ir liner as a result of hot gas testing.  During xxxxxx, the techniques will be optimized to allow fabrication of a 3000 lbf chamber that will be delivered to xxxxxx-MSFC for hot-fire testing.	15691
