title	issued	modified	description	id
Low Gravity Anchoring System, Phase I	2012-08-01	2018-07-19	Future sampling missions to the xxxxxx, xxxxxx and xxxxxx will likely involve drilling and in-situ analysis from mobile robotic platforms in low gravity. Past sampling systems like the MER and MSL xxxxxx have used tool body preloading as their method of stabilization.	13702
Programmable High-Rate Multi-Mission Receiver for Space Communications, Phase II	2010-11-01	2018-07-19	"Current and upcoming xxxxxx space links require both highly reliable low-rate communications links supporting critical TT&C, ranging and voice services and highly efficient High-data rate links supporting Mission or xxxxxx xxxxxx. Investing in re-usable elements, such as Programmable Communications Radios, for ground and flight data handling that are capable of receiving both kinds of links would address current Communication and Navigation needs without foregoing future capabilities. Additionally, the development, test, and optimization of new algorithms and modulation schemes require a high-speed platform able to be reconfigured as needed. Such a product would feature an open and modular architecture, allowing users to independently load and route custom code blocks. A modular and flexible High Rate xxxxxx Backbone (HRRB) would allow customization of some processing firmware and should accommodate advances in deployed link formats more easily than units \"factory loaded\" for particular signal types.SRI's xxxxxx xxxxxx researched, developed an architecture and test bed, and coded and tested an initial set of waveforms as a baseline for a Programmable High-rate xxxxxx-mission xxxxxx. The results of this effort showed the technical and commercial viability of such a unit. The proposed xxxxxx 2 effort will extend this innovation by developing and implementing an IF front end, refining and extending the performance of the ADC/DAC sections and hardware architecture, extending the architecture to support programmable and configurable decoding processing capacity, testing performance with both extended development support modulators/coders as well as other available high-rate modulators, and delivering a realized HRRB for further xxxxxx use. Additional market segmentation, analysis, and prospect identification would be conducted in preparation for either a xxxxxx 3 or independent SRI development of a market-ready Programmable High-rate xxxxxx-mission xxxxxx (PHMR)."	13703
Intelligent Medical Systems for Aerospace Emergency Medical Services, Phase II	2006-06-01	2018-07-19	Intelligent Medical xxxxxxs for xxxxxx Emergency Medical Services, xxxxxx	13704
Helium and Hydrogen Mixed Gas Separator, Phase I	2017-12-01	2018-07-19	This product innovation is directed toward separating hydrogen from helium gas mixtures using a micro-channel separation unit with thin walls of a palladium-silver alloy. The micro-channels are produced in a size range of 100-200 microns such that the boundary layer thickness inside is drastically reduced when mixtures of helium and hydrogen gas flow through the channels. This thin boundary layer enhances the thermal and mass transport fluxes to the channel walls increasing the separation rate.  With this micro-channel approach, the membrane surface area to volume ratio is maximized reducing the operating costs and capital costs for the unit.	13705
PHOENIX MARS ROBOTIC ARM CAMERA 2 EDR VERSION 1.0	2018-06-26	2018-07-19	The Robotic Arm Camera (RAC) experiment on the xxxxxx xxxxxx consists of one instrument component plus command electronics. This RAC Imaging Operations EDR data set contains raw data from the Robotic Arm Camera (RAC).	13706
Unique, Voltammetric Electrochemical Sensors for Organic Contaminants, with Excellent Discrimination, Based on Conducting Polymer-, Aptamer- and Other-Functionalized Sensing Electrodes, Phase I	2017-12-01	2018-07-19	"In ongoing and recent prior work for the Army, this firm has developed a unique, patented technology for voltammetric electrochemical detection of toxic gases, chemical warfare agents, proteins such as xxxxxx and xxxxxx and other analytes. Features include: (1) xxxxxx detection yielding analyte \"fingerprints\" much like an IR spectrum for high discrimination. (2) 3-module construction (disposable sensing element; tiny xxxxxx; xxxxxx cellphone control interface). (3) Small (1cmX1cmX1mm), inexpensive ($250), portable, thin, flexible, lightweight (2g), body-wearable, environmentally durable construction. (4) Operating temperature -40 to +80 C. (5) xxxxxxion times <5s. (6) xxxxxx 10 micro-W/cm^2. (7) Self-calibrating. The proposed work will further develop these for sensing contaminants of interest. It will further develop, optimize sensor, xxxxxx, xxxxxx interface, data-analysis algorithms, and sensor xxxxxx, all specifically for the xxxxxx application. It will include environmental durability, shelf-life and other tests. Final design and methods of manufacture will be arrived at and commercialization initiated."	13707
ROSETTA-ORBITER STEINS MIRO 3 AST1 STEINS V1.0	2018-06-26	2018-07-19	This data set contains radiometrically calibrated xxxxxx and xxxxxx data, in the form of table files, taken during the xxxxxx Fly-by phase of the xxxxxx mission by the xxxxxxO instrument.	13708
Flight-Deck Interface for High-Precision Taxi Control, Phase I	2004-07-01	2018-07-19	Faced with ever-increasing projections of air traffic, xxxxxx and the Federal Aviation Administration (FAA) have been developing advanced technologies to increase traffic-handling capacity at existing airports.  Efforts to increase airport capacity approach the problem on two fronts: the first is to increase the number of runways (i.e. more usable space), and the second is to develop new technologies to achieve reduction in aircraft separation and consequently increase in landing rate per runway (i.e. higher density). xxxxxxhough increasing usable runways is ultimately inevitable, doing so often imposes new technical problems that compromise efficiency and safety.  xxxxxxing an existing airport layout increases surface traffic complexity with a higher level of aircraft and surface vehicle traffic, resulting in increased occurrences of runway crossing.  A previous xxxxxx-funded research addresses the air traffic control needs for ground-control operations with the development of a xxxxxx-Operation Situation Awareness and Flow Efficiency (GO-SAFE) system.  A new xxxxxx Operation Automation xxxxxxearch (SOAR) project explores the concept of collaborative automation between the GO-SAFE system and a xxxxxx-deck Automation for Reliable xxxxxx Operation (FARGO) system. The currently proposed effort will advance the interface technology to help the flight crew achieve the precise taxi control envisioned for the FARGO system.	13709
Lunar Sulfur Capture System, Phase I	2008-07-01	2018-07-19	The xxxxxx xxxxxx xxxxxxture xxxxxx (LSCS) is an innovative method to recover sulfur compounds from lunar soil using sorbents derived primarily from in-situ resources. Most of the sulfur released from lunar soil during higher-temperature thermal treatment is trapped by the LSCS at lower temperatures on iron oxides present in lunar soil. As needed, small amounts of polishing sorbents are used to reduce equilibrium sulfur concentrations to the low ppm level. After sorbents become saturated, sulfur compounds are desorbed and converted to useful sulfur products. xxxxxx is present in concentrations of about 0.1 percent in lunar soils and can be recovered by the LSCS as a useful product from in-situ resource utilization (ISRU). The LSCS can capture and recover sulfur from lunar soil as a primary product during thermal desorption of volatile compounds or during thermal reduction ISRU processes used for oxygen production. Removal of sulfur compounds is required during ISRU to prevent electrolyzer damage, catalyst poisoning, and equipment corrosion. The LSCS is applicable to thermal ISRU reduction processes in which sulfur is released in forms such as hydrogen sulfide (xxxxxx), carbonyl sulfide (COS), or carbon disulfide (CS2).	13710
Big Data Driven Architecture for Real Time Systemwide Safety Assurance Phase II, Phase II	2018-05-01	2018-07-19	Our proposed research work significantly enhances the state-of-the-art in aviation data analytics by providing, for the first time, a one-stop resource for meeting data analysis needs of aviation researchers, analysts and practitioners.  The resulting xxxxxx-based Aviation Big xxxxxx Analytics xxxxxx benefits multiple xxxxxx projects: RSSA real-time safety assessment, SMARTNAS test-bed, and the xxxxxx xxxxxx data warehouse. Our innovation is researched through achievement of five objectives and associated work efforts. The first objective is the refinement of use cases for the big data application. We draw upon our knowledge gained in xxxxxx I research and continued interactions with aviation stakeholders to narrow the use cases to specific applications that are a challenge to xxxxxx and the broader aviation community related to RSSA, SMARTNAS, and other xxxxxx research efforts. The second objective is to create a Big xxxxxx technology-driven architecture and processing capabilities for the more specific use cases developed to meet objective 1. The third objective is to achieve a subcomponent demonstration for each refined use case so that we can measure the benefit of using these techniques to solve xxxxxx analytics challenges. The fourth objective is to tie together the demonstration components developed as part of objective 3, into an overall architecture offering a one-stop-shop for both at-rest and in-motion analytics to meet a variety of research needs. Finally, our fifth objective is to pursue commercialization via outreach to government and industry stakeholders. Most current aviation research focuses on smaller datasets or specific data-types. A massive amount of data thus sits un-analyzed and potentially holds a rich set of undiscovered trends that may be valuable for aviation safety-assurance and NAS efficiency-enhancement. Our xxxxxx will greatly contribute to the advancement of aviation research by enabling truly big data analytics on this massive, un-tapped data.	13711
DAWN VIR RAW (EDR) VESTA INFRARED SPECTRA V2.0	2018-06-26	2018-07-19	This data set contains the raw           infrared channel digital numbers (DN) contained in the telemetry         packages taken by the xxxxxx VIR spectrometer for all xxxxxx encounter      mission phaes. The data in this version of the data set include          minor updates to the data files and labels. The data cover the time      period between 2011-05-03 and 2012-07-18.	13712
Power Generating Coverings and Casings, Phase II	2017-07-01	2018-07-19	"xxxxxxances in structured heterogeneity together with nanomaterials tailoring has made it possible to create thermoelectrics using high temperature, polymer composites. While such thermoelectrics do not have the capability to approach the efficiency of top performing ceramic modules such as BiTe, they do provide two unique aspects of use in energy scavenging: the ability to conform to irregular large shaped areas easily, and the ability to integrate kinetic energy scavenging together with heat scavenging. During xxxxxx I, the group at Wake Forest xxxxxxersity demonstrated that the combination of thermal and vibrational power production is actually synergetic &#150;the amount of power generated is greater than the sum of the individual components. This improvement in nanocomposite thermoelectric performance, coupled with effective kinetic energy scavenging makes the piezo-thermo-electric \"xxxxxxFelt&#153;\" applicable to a wide range of power collection scenarios. xxxxxxhough the goal of making a 1-m2 material was not completed, significant progress has been made and this capability will be available in xxxxxx. A sample of \"xxxxxxFelt&#153;\" was sent to the xxxxxxional Institute for xxxxxxs and xxxxxx for independent testing. Their results confirmed that  \"xxxxxxFelt&#153;\" was significantly better than other power producing films and competitive or better than ceramics that cannot conform to the shape of the heat and vibration source. The material was successfully field tested at xxxxxx at their liquid nitrogen supply facility."	13713
LRO MOON RADIO SCIENCE RAW TRACKING DATA V1.0	2018-06-26	2018-07-19	This data set contains archival raw, partially processed, and ancillary/supporting radio science data acquired during xxxxxx (LRO) mission. The radio observations were carried out using the LRO spacecraft and xxxxxxbased stations of the commercial xxxxxxersal xxxxxx xxxxxx (USN), the xxxxxx ground station at xxxxxx, xxxxxx (xxxxxx), and the Next xxxxxxration xxxxxx xxxxxx xxxxxx station in xxxxxx, xxxxxx (NGSLR). Additional data were provided by the xxxxxx xxxxxxp xxxxxx xxxxxx (DSN) during commissioning. Ongoing participation by the International xxxxxx xxxxxx Service (ILRS) network of stations provides further LR data that are processed by the xxxxxx xxxxxx (LOLA) xxxxxx Operations Center (SOC). Of most interest are likely to be the Tracking xxxxxx Files in the TRK directory.	13714
Modular Embedded Intelligent Sensor Network, Phase I	2017-06-01	2018-07-19	xxxxxx sensing, when combined with real-time processing, provides instant feedback on safety, mission success and system health.  Being able to combine embedded sensing with distributed networks gives us the additional potential to further benefit many systems and sub-systems in the aerospace industry including launch vehicles, ground test equipment and spacecraft.  These remote distributed sensor networks need to be flexible to the needs of different types of data, environments and configurations.  xxxxxx flexible solutions will support the widest variety of sensors, power methods, communication protocols and real-time processing algorithms.xxxxxx proposes a modular, embedded, intelligent sensor network comprised of a network of sensor nodes, to maximize flexibility.  Each system node contains three modules: sensor, communications and power.  We propose to develop sensor modules to gather and condition signals including heat flux, acoustics and electric fields to compliment existing temperature, pressure and strain measurement hardware. Communications modules will transmit sensor data via high-frequency, high-bandwidth, low-power network technologies.  xxxxxx modules will supply power to the node through the use of battery, solar or scavenged power. xxxxxx I prototype system nodes will be smaller than 5 cubic centimeters (cc), and after miniaturization, nodes will likely be smaller than 0.5 cc.  Additionally, radiation hard versions of many of the components will be available for possible flight missions.  A central processing gateway receives data from the sensor network, provides real-time processing of the data and reports raw and processed data to test engineers and software via standard network interfaces.  xxxxxxearch partner, the xxxxxx lab at UCSB, adds expertise and capability in advanced power harvesting, micro- and nanofluidic based sensors.	13715
Robust Flash 3D-FPA Sensor, Phase I	2010-07-01	2018-07-19	xxxxxxanced xxxxxxentific Concepts, xxxxxx. (ASC) is a small business, which has developed a compact, eye-safe 3D xxxxxxTM Camera (FLC) well suited for real-time spacecraft trajectory, speed, orientation measurements relative to the planet's surfaces and evaluating potential hazards during the critical landing sequence.  xxxxxx collected using ASC's FLC at xxxxxx xxxxxx Yard and in xxxxxx ALHAT flight tests demonstrated that ASC xxxxxx system can meet the requirements for xxxxxx xxxxxx and xxxxxxding (EDL).  Aboard xxxxxx (STS-127), xxxxxxX and ASC demonstrated xxxxxx (AR&D) xxxxxx solution in low earth orbit, the first xxxxxx in space.  ASC is developing a camera for iRobot Corporation for use in autonomous robotic navigation which is directly applicable to EDL mission requirements.  The purpose of the xxxxxx I xxxxxx effort is to increase the 3D-Focal xxxxxxe Array's (3D-FPA) long term reliability by creating a 3D-FPA xxxxxx sensor assembly.  Reliability will be improved significantly by reduced outgassing, corrosion prevention, radiation tolerance and reduced aging sensitivity.  ASC's 128x128 3D array FLC has the equivalent of 16,000 range finders on a single FPA which allows the sensor to act as a 3D video camera with enhanced functionality and value add well beyond range finding.	13716
Developing of a Sodium Lidar for Sapceborne Missions Project	2017-09-01	2018-07-19	The xxxxxxment of a Sodium xxxxxx for xxxxxxborne xxxxxx is a development project to build a narrow linewidth, tunable laser transmitter.&nbsp; It will utilize a modeling approach to perform key measurements of the Earth&#39;s mesophere.&nbsp;The xxxxxxment of a Sodium xxxxxx for xxxxxxborne xxxxxx project is a demonstration of Na LIDaR technology to provide key measurements that elucidate the complex relation between the chemisty and dynamics of the Earth&#39;s mesosphere.&nbsp; The Earth&#39;s mesosphere lies 40 to 110 miles above the Earth&#39;s surface.&nbsp;&nbsp; This modeling of the complex relationship is essential for weather and climate prediction in the lower atmosphere.	13717
Benchmark Numerical Toolkits for High Performance Computing, Phase I	2010-01-01	2018-07-19	"Computational codes in physics and engineering often use implicit solution algorithms that require linear algebra tools such as Ax=b solvers, eigenvalue, optimization, or graph algorithms. xxxxxxers face major challenges in selecting linear algebra tools that can support their algorithms, numerical schemes, meshes, and computing hardware and to minimize the time, space and complexity. The existing libraries such as PETSc or LAPACK are \"stretched\" to the limits by new generation application codes which create big, unsymmetric, often dense, and poorly conditioned matrices. One of the obstacles in effective utilization of linear algebra libraries is lack of benchmark quality representative test cases and benchmarking toolkits for these types of problems. This project will develop, demonstrate and deliver a comprehensive numerical test suite for benchmark evaluation of linear algebra solvers for computational application software on High Performance Computers. Unlike existing benchmarks on static, Ax=b matrix, problems CFDRC-TACC team proposes new generation of dynamic, discipline specific and multidisciplinary functional benchmarks accounting for sparse/dense and unsymmetric matrices using web accessible benchmark matrix/problem generators. Our team has excellent expertise and tools (multiphysics solvers, sparse/dense solver libraries, benchmark cases, related projects, and understanding of xxxxxx engineering/scientific challenges) as well as xxxxxx resources to achieve this goal."	13718
Wide-angle Compact Ion and Neutral Mass Spectrometer and Energy Analyzer	2016-09-01	2018-07-19	We propose to combine the traditional plasma analyzer with a gated TOF ion and neutral mass spectrometer to enable a full characterization of the ion distribution function, total ion and neutral density, ion and neutral composition, ion temperature and drifts, and neutral winds (when augmented with the xxxxxxical xxxxxxular xxxxxxolution Front End developed through a parallel IRAD). The development of this highly adaptable and compact spectrometer with energy analysis directly supports proposals to ROSES HTIDES (1), SIMPLEX (1), and xxxxxx-Mission of Opportunity (2). A laboratory prototype will be developed, including all of the critical sensor and electronics components from INMS, with added capabilities including higher max energy for scanning, increased mass resolution, and FOV deflectors.	13719
Eyesafe Direct Laser Source for Lidar, Phase I	2014-12-01	2018-07-19	We propose to demonstrate an eye-safe laser source for a DIAL xxxxxx sensor that meets or exceeds all topic requirements for a high-pulse-energy laser with good beam quality, transform-limited spectrum, and efficiency >25%. Our approach will use a cavity-dumped resonator to directly generate Nd 1.4-micron pulsed output, and injection seeding for spectral narrowing. This approach, while based on established technology, is innovative in finding an optimal solution from uncommon elements. Our design allows us to start with a well-behaved four-level laser instead of the problematic quasi-three-level lasers like Er:YAG and Er:glass (fiber). Moreover, it avoids the loss in efficiency that comes from using an OPO pumped by the common 1-micron Nd or Yb laser to generate eye-safe near-IR output. We also propose to demonstrate that our laser performance is tolerant of high-temperature operation, making passive cooling possible with major advantages in overall size, weight, wall plug efficiency, and power scalability.	13720
Hydrogenated Nanotubes for Ultra-lightweight, Radiation hardened Thin Composites, Phase I	2002-05-01	2018-07-19	xxxxxxated xxxxxxs for xxxxxx-lightweight, Radiation hardened Thin Composites, xxxxxx I	13721
ROSETTA-ORBITER COMET PRELANDING OSIWAC 2 EDR DATA MTP 004	2018-06-26	2018-07-19	This data set contains raw EDR images acquired by the OSIRIS Wide xxxxxxleCamera during the prelanding phase of the xxxxxx mission at the comet 67P,covering the period from 2014-06-04 to 2014-06-18.	13722
MESSENGER E/V/H MASCS 4 VIRS                                     DERIVED DATA V2.0	2018-06-26	2018-07-19	Abstract ======== This data set consists of the MESSENGER MASCS VIRS derived observations, also known as DDRs. The MASCS VIRS experiment is a fixed concave grating spectrograph with a beam splitter that simultaneously disperses the spectrum onto two photodiode arrays. There are two VIRS DDR data products, one for each array, which result in coverage of the wavelength ranges of the visible (VIS) and near infrared (NIR). This is version 2 of this data set; version 1 is available on PDS volume MESSMAS_2001.	13723
High Quality, Low-Scatter SiC Optics Suitable for Space-based UV & EUV Applicati, Phase I	2003-07-01	2018-07-19	SSG Precision xxxxxxronics proposes the development of a novel opticalmanufacturing process that will allow the production of state-of-the-artxxxxxx Carbide (xxxxxx) optics.  The work proposed combines threedifferent manufacturing technologies, a slip cast xxxxxx mirror formingprocess and low temperature CVD xxxxxx coating process, which have beendeveloped by SSG, and Computer Controlled xxxxxxical Surfacing technology(CCOS) which has been developed by Tinsley, a subsidiary of SSG.  Thecombination of these technologies will provide xxxxxx optics withstate-of-the-art surface figures (low frequency and mid-frequency errorswill both be addressed) and low-scatter surface finishes.  xxxxxx opticsoffer a number of critical advantages for space-based optical systems.The superior material properties of xxxxxx provide a high degree oflightweighting (70&#37; - 90&#37; of beryllium) and a superior thermal stability(1.5x ? 2.5x better than ULE).  The manufacturing process proposed willallow the technical advantages associated with xxxxxx materials to berealized, providing the capability to produce imaging mirrors which arecapable of providing excellent accuracies (&lt;0.01 waves RMS), lowmicro-roughness (&lt; 10 xxxxxxs RMS), and very low areal densities(~10 kg/m2 at an aperture of 1 meter) while maintaining the thermalstability required for space-based imaging applications.  The qualityand micro-roughness of these optics will be good enough to address thestressing needs associated with visible, UV and EUV wavebands.  In ourxxxxxx I work the process development proposed will be verified by theproduction of a lightweighted xxxxxx aspheric mirror to a set of stressingfigure and finish requirements.	13724
Multi-Configuration Matched Spectral Filter Core, Phase II	2016-04-01	2018-07-19	OPTRA proposes the development of a modular, reconfigurable matched spectral filter (RMSF) spectrometer for the monitoring of greenhouse and volcanic gases.  The heart of this spectrometer will be an RMSF core, which can be paired with different fore-optics or detector modules to achieve active point or passive standoff detection of the chemicals of interest.  The RMSF core is comprised of a dispersive spectrometer that images the sample spectrum from 3 &#150; 5.5 micron onto a digital micro-mirror device (DMD) such that different columns correspond to different wavebands.  By applying masks to this DMD, a matched spectral filter can be applied in hardware.  This results in a highly flexible system that can address a wide variety of chemicals by simply updating the DMD masks applied and a wide variety of applications through modular hardware design.  Use of the DMD and a single element detector in place of a conventional FPA results in significantly reduced cost and improved performance in terms of image uniformity, pixel operability, and dynamic range.  The proposed xxxxxx effort will produce a prototype RMSF core with one set of fore-optic and detector modules for each of the two detection modalities.	13725
Multi-axis Attitude Control and Energy Storage on Small Satellites	2014-09-01	2018-07-19	To fully-enable cutting edge science through small satellites (smallsat), this technology will reduce the overall size and net power consumption of conventional three-axis attitude control systems.A CubeSat is a volume-limited, standardized smallsat form factor (typ. 1-6U, where 1U = 10 cm3) that occasionally needs to be equipped with an active attitude control system, e.g. reaction wheels needed for high-resolution science imaging, orbit maintenance, and maximum irradiance on solar cells. The proposed architecture provides improved performance over traditional wheels and satisfies the push for component miniaturization, increased pointing accuracy, and power efficiency on xxxxxx.	13726
Development of a Cathode Liquid Feed Electrolyzer to Generate 3,600 psi Oxygen for Both Lunar and Space Microgravity Environments, Phase I	2010-07-01	2018-07-19	xxxxxx xxxxxxchemical xxxxxxs (GES) proposes to develop a cathode liquid feed, proton-exchange membrane electrolyzer stack and system capable of producing 3,600 psi oxygen.  In preparation for this xxxxxx I effort, we propose to collaborate with xxxxxx-xxxxxx Human xxxxxx xxxxxxs (H-S) to share unique state-of-the-art technologies that provide the best path to meeting program objectives.  GES will share their data and expertise with high balanced pressure electrolyzers and H-S will contribute their data and expertise in high differential pressure electrolyzers. xxxxxx on this exchange, GES would modify its electrolyzer performance model.  In a third task, GES will build two single cell electrolyzers with GES and H-S components.  One stack will be dedicated to balanced pressure operation, while a second unit would be dedicated to high differential pressure (oxygen over hydrogen) operation.  A full experimental matrix will be conducted on these units in a cathode liquid feed configuration.  Balanced pressure operation would be conducted at GES facilities (from atmospheric to 2,000 psi).  Differential pressure testing would be conducted in H-S facilities (at pressures between 2,000 and 3,600 psi).  xxxxxx would then be integrated into the GES analysis code, and be available as a design analysis tool for future phases of the program.	13727
A Compact Remote Sensing Lidar for High Resolution Measurements of Methane	2015-04-01	2018-07-19	• xxxxxx the technology for a compact, space-qualifiable laser transmitter for a lidar operating at 1.65 µ to enable Earth observation xxxxxx measurements.• xxxxxx the risk, cost, size, mass and volume of the xxxxxx lidar instrument by scaling the laser power of the existing laboratory breadboard.• Demonstrate and validate simultaneous, high sensitivity, methane and xxxxxx measurements using the proposed methane lidar and an operational xxxxxx lidar.	13728
Raman Scattering Proof-of-Concept Investigation to Detect Particle Phase in the Propulsion System Lab (PSL) Icing Duct	2013-10-01	2018-07-19	"This proposal addresses a proof-of-concept study using xxxxxx Scattering to distinguish both the particle phase and particle temperature in the Propulsion xxxxxx xxxxxx (PSL) duct prior to the engine face.This would allow the system to be tested in PSL during the next engine icing test in 2QFY14.  To determine a percent freeze-out between liquid water and solid ice will add an important dimension to the cloud characterization. This xxxxxx technique might also be able to distinguish the temperature of the particles in PSL. If successful, it could be permanently and non-intrusively mounted in the recently developed \"tomography duct\" section and add much needed information documenting each ice crystal spray, including frozen shut or frozen open nozzles."	13729
Unsteady Simulation of Dual-Mode Transition Flows Using a Hybrid LES/RANS Approach with Improved Sub-Grid Scale Models	2015-08-01	2018-07-19	xxxxxx access today is via rocket-launched vehicles like xxxxxx. Unfortunately, due to the nature of the propulsion systems, and the need to carry on-board oxidizer, these launch vehicles have small payload fractions. This limitation indicates a real need for the development of revolutionary launch technologies for space access. xxxxxxing candidates for next generation launch vehicles include two-stage-to-orbit (TSTO) concepts utilizing advanced hypersonic air-breathing propulsion for the first stage. xxxxxxver, the successful design and operation of such vehicles is hindered by a fundamental lack of predictive capability of the high-speed turbulent combustion processes occurring through the ramjet-to-scramjet flight regime. Only after researchers successfully address this fundamental inadequacy can advanced hypersonic air-breathing technologies be used to revolutionize means of space access.This research plan aims to develop advanced computational models for predicting flow conditions within a scramjet engine as it transitions through the ramjet-to-scramjet dual-mode regime. xxxxxxment of these models will be achieved by answering two primary research questions of interest: (1) how can the wide range of flow scales occurring during dual-mode transition be modeled with sufficient accuracy to capture the relevant turbulent flow and combustion physics, and (2) how can the advanced models be implemented within existing computational frameworks for minimal runtimes? This proposal leverages existing developmental frameworks, in addition to developing novel models and methods, to answer these questions. Answering the first question relies on expanding state-of-the-art models like xxxxxx (LES) and the flamelet generated manifold (FGM) approach. The primary deficiency of LES is insufficient sub-grid scale (SGS) models for the flow regime of interest, and the FGM approach is currently incapable of predicting pressure-dependent combustion physics. This research aims to develop joint probability density function (PDF) SGS models to achieve the necessary accuracy of the flow physics and to develop an FGM approach incorporating pressure effects. This LES/PDF/FGM approach will be used to model flow away from the wall, whereas a hybrid LES/xxxxxx-Averaged xxxxxx (RANS) approach will be used near the flowpath wall. The answer to the second question relies on leveraging the VUxxxxxxN computational fluid dynamics framework to implement the LES/PDF/FGM and hybrid LES/RANS approaches in a cost-effective and timely manner. Long runtimes plague advanced simulations of dual-mode transition and other high-speed turbulent reacting flows; however, this research aims to incorporate these models into VUxxxxxxN in an extensible manner using novel algorithms that will accommodate later generation models. The research proposed herein aims to develop a complete understanding of the dual-mode transition flow process and upon doing so, advance the development of revolutionary means of space access. Not only will this research benefit development of TSTO concepts, but it will also benefit the xxxxxx flow physics modeling community at large. By developing the LES/FDF/FGM model within an established xxxxxx framework, like VUxxxxxxN, the resulting capabilities will be made widely available. This ease of access will lead to applications of this approach in areas outside of its initial region of inception. Lastly, and perhaps most importantly, the proposed research represents a key step in achieving xxxxxx xxxxxx xxxxxx goal and one of the most important xxxxxx xxxxxx Grand Challenge: Economical xxxxxx Access. Understanding and modeling dual-mode transition flow physics is a pressing hurdle that must be overcome before TSTO hypersonic air-breathing technologies can be used to revolutionize the nation's means of affordable and sustainable space access.	13730
MER 2 MARS ROCK ABRASION TOOL EDR OPS VERSION 1.0	2018-06-26	2018-07-19	This data set contains the primary data that is useful for investigating the mechanical properties of the varied rock types that the rover encountered. During all phases of RAT operations (i.e., calibration, seek-scan, grinding, diagnostic or brush station), the RAT application software stores sensor values and information about the RAT machine state. RAT data products will be comprised of time-ordered data records that include motor positions, motor currents, contact switch states, temperature sensor values, bus voltage, software/algorithm states, error bit fields, etc. xxxxxx records will be written to the detailed data product at a nominal rate of 2-Hz.	13731
Spatially and Temporally Resolved Diagnostics of Dense Sprays Using Gated, Femtosecond, Digital Holography, Phase I	2016-12-01	2018-07-19	This is a proposal to develop a unique, gated, picosecond, digital holography system for characterizing dense particle fields in high pressure combustion environments; a critical requirement clearly defined in the xxxxxx solicitation. Most imaging methods fail to provide this capability because noise from multiple scattering buries the signal needed to acquire a useful image. xxxxxxutions to this problem are expensive, difficult to implement, and not ideal candidates for field experiments. The proposed innovation combines digital holography and picosecond, optical gating to limit the amount of optical noise sufficiently to enable high resolution, 3D imaging, effectively generalizing existing pseudo-ballistic imaging systems that have been used for imaging through dense particle fields. Storing the complete wavefront in a hologram enables use of a wide range of optical diagnostics methods including image processing and interferometry to improve image and information quality. The result is a new sensor concept that will be extremely useful in the experimental study of dense sprays and other particles fields, providing a detailed, instantaneous look at the structure and position of all of the particles as well as density field information in a large three dimensional sample volume. Moreover, the system can record dynamic information at high frequency.	13732
Global gene expression analysis highlights microgravity sensitive key genes in longissimus dorsi and tongue of 30 days space-flown mice	2018-06-26	2018-07-19	xxxxxx as well as chronic muscle disuse are two causes of low back pain originated at least in part from paraspinal muscle deconditioning. At present no study investigated the complexity of the molecular changes in human or mouse paraspinal muscles exposed to microgravity. The aim of this study was to evaluate longissimus dorsi and tongue (as a new potential in-flight negative control) adaptation to microgravity at global gene expression level. C57BL/N6 male mice were flown aboard the BION-M1 biosatellite for 30 days (BF) or housed in a replicate flight habitat on ground (BG). xxxxxx gene expression analysis identified 89 transcripts differentially regulated in longissimus dorsi of BF vs. BG mice (xxxxxx xxxxxx Rrate  +2) while only a small number of genes were found differentially regulated in tongue muscle ( BF vs. BG = 27 genes). Overall Design: C57BL/N6 mice were randomly divided in 3 groups: xxxxxxn Flown (BF) mice flown aboard the xxxxxxn M1 biosatellite in microgravity environment for 30 days; xxxxxx (BG) mice housed in the same habitat of flown animals but exposed to earth gravity; and xxxxxx Control (FC) mice housed in a standard animal facility.	13733
Improved UAS Robustness through Augmented Onboard Intelligence, Phase I	2017-12-01	2018-07-19	This work will focus on the development of a highly capable avionics subsystem and machine learning algorithms to provide early warning of potential failures of critical subsystems on small UAS. This modular system will consist of networked onboard monitoring nodes capable of observing operations and providing notification of off-nominal conditions to the autopilot as well as the operator, mitigating the risk of failure, and providing critical information regarding required maintenance. The boards, while computationally powerful will be limited in size, weight and power to avoid significantly impacting the performance of current vehicles and simplify its installation. Furthermore, the networked devices will be able to communicate with each other as well as the autopilot, allowing for vehicle wide information to contribute to a high degree of awareness of the vehicle's well-being. The primary objectives are:1.Determination of a set of subsystems commonly employed by UAS whose failure would cause a system critical issue. 2.The identification of a set of sensors and machine learning algorithms capable of providing the necessary inputs to detect the health and status of its associated subsystem, and determining the probability of a fault occurring in the near future.3.The design of a monitoring node capable of interfacing to the required set of sensors and implementing the machine learning algorithms.  The nodes will also be limited to a size and weight that will allow for them to be installed on most UAS without impacting the vehicle's performance.4.The design of an onboard network capable of supporting communications between all smart monitoring nodes on the aircraft.  Each node can then communicate any potential failures to the autopilot and/or operator as well as share information that will allow for the implementation of distributed machine learning algorithms between the nodes and recognition of cross-correlation between systems.	13734
