topic,sub_topic,dataset_id,topic_confidence
3,"['completed', 'goddard-space-fligh...']",2113,0.77112496
7,"['grs', 'pds', 'radio-science', 'spice', 'themis']",2114,0.6123326
7,"['2014', '2015', '42', 'crew', 'expedition', 'iss', 'launch', 'mission', 'press-kit', 'schedule']",2115,0.66103727
1,"['mars', 'mars-atmosphere-and...']",2116,0.41707906
7,"['completed', 'glenn-research-center']",2117,0.61229086
7,"['completed', 'goddard-space-fligh...']",2118,0.61233205
3,"['calibration', 'cassini-huygens', 'dust']",2119,0.67072475
1,"['comet-sl9-jupiter-c...', 'jupiter', 'voyager']",2120,0.41708168
7,"['completed', 'langley-research-ce...']",2121,0.6122925
7,"['active', 'glenn-research-center']",2122,0.667491
7,"['pioneer-venus', 'venus']",2123,0.47337434
7,"['completed', 'johnson-space-center']",2124,0.6123307
7,"['ames', 'dashlink', 'nasa']",2125,0.70483655
7,"['active', 'gsfc']",2126,0.63432926
3,"['completed', 'johnson-space-center']",2127,0.6956119
3,"['completed', 'jet-propulsion-labo...']",2128,0.7042796
1,"['completed', 'glenn-research-center']",2129,0.41709024
7,"['active', 'johnson-space-center']",2130,0.6933725
7,"['completed', 'glenn-research-center']",2131,0.55636334
1,"['jupiter', 'ulysses']",2132,0.6229683
3,"['completed', 'langley-research-ce...']",2133,0.77008647
7,"['active', 'stennis-space-center']",2134,0.61233234
3,"['completed', 'goddard-space-fligh...']",2135,0.7586972
3,"['completed', 'goddard-space-fligh...']",2136,0.82161635
3,"['completed', 'langley-research-ce...']",2137,0.8307182
7,"['completed', 'langley-research-ce...']",2138,0.61233133
1,['active'],2139,0.41708127
7,"['completed', 'glenn-research-center']",2140,0.6123309
7,"['completed', 'jet-propulsion-labo...']",2141,0.6179916
7,"['completed', 'langley-research-ce...']",2142,0.28954822
7,"['acd', 'balloon', 'bursts', 'cgro', 'compton', 'egret', 'energy', 'fermi', 'gamma', 'gamma-ray', 'glast', 'glast-ssc', 'gro', 'gssc', 'high-energy']",2143,0.4357126
3,"['completed', 'goddard-space-fligh...']",2144,0.8443072
7,"['completed', 'marshall-space-flig...']",2145,0.6123314
7,"['age', 'array-scanning-prot...', 'genotype', 'growth-protocol', 'hybridization-protocol', 'labelling-protocol', 'normalization-data-...', 'nucleic-acid-extrac...', 'p-gse61484-1', 'p-gse61484-2', 'p-gse61484-3', 'p-gse61484-4', 'p-gse61484-5', 'p-gse61484-6', 'p-gse61484-7', 'sample-treatment-pr...', 'sampling-time', 'time-after-treatment', 'treated-with', 'treatment-duration']",2146,0.61229366
3,"['completed', 'goddard-space-fligh...']",2147,0.76870185
7,"['ames', 'dashlink', 'nasa']",2148,0.6123325
3,"['completed', 'johnson-space-center']",2149,0.46339315
7,['Error'],2150,0.5008701
3,"['ames-research-center', 'completed']",2151,0.7085177
7,"['active', 'marshall-space-flig...']",2152,0.32441255
1,"['completed', 'nasa-headquarters']",2153,0.67906153
3,"['ames-research-center', 'completed']",2154,0.71688426
1,"['active', 'rutgers-university']",2155,0.41708583
1,"['deimos', 'mars', 'phobos', 'star', 'viking']",2156,0.43380356
7,"['geography', 'nen', 'space-science', 'wise']",2157,0.61232674
7,"['gbm', 'gbo', 'goes', 'lat', 'nai', 'solar', 'telescope']",2158,0.62054914
3,"['completed', 'marshall-space-flig...']",2159,0.66645133
3,"['completed', 'jet-propulsion-labo...']",2160,0.87502617
3,"['active', 'kennedy-space-center']",2161,0.92515576
7,"['ames', 'dashlink', 'nasa']",2162,0.42935616
3,"['aerosol', 'atmospheric-science', 'climate', 'cloud', 'eos', 'radiation', 'satellite']",2163,0.9254043
7,"['cdna-synthesis-libr...', 'de-novo-assembly', 'nucleic-acid-sequen...', 'raw-data', 'rna-isolation', 'spore-culture', 'treatment']",2164,0.612292
7,"['completed', 'kennedy-space-center']",2165,0.61229074
7,"['active', 'carnegie-mellon-uni...']",2166,0.5543606
7,"['completed', 'dryden-flight-resea...']",2167,0.37668326
7,"['completed', 'nasa-headquarters']",2168,0.55944073
3,"['active', 'marshall-space-flig...']",2169,0.75057167
3,"['completed', 'marshall-space-flig...']",2170,0.8336322
7,['completed'],2171,0.61233175
3,"['cassini-huygens', 'solar-system']",2172,0.84946716
7,"['active', 'langley-research-ce...']",2173,0.6122918
7,"['67p-churyumov-geras...', 'international-roset...']",2174,0.61229885
7,"['completed', 'johnson-space-center']",2175,0.6123325
7,"['completed', 'langley-research-ce...']",2176,0.65192974
3,"['near-earth-asteroid...', 'solar-system']",2177,0.728468
7,"['active', 'massachusetts-insti...']",2178,0.61233187
7,"['lunar-prospector', 'moon']",2179,0.40236077
1,"['ames-research-center', 'completed']",2180,0.41708937
3,"['completed', 'johnson-space-center']",2181,0.5727712
7,"['active', 'university-of-michigan']",2182,0.59497464
1,"['active', 'jet-propulsion-labo...']",2183,0.41708884
7,"['completed', 'goddard-space-fligh...']",2184,0.61233103
1,"['galileo', 'io', 'jupiter']",2185,0.41708714
1,"['ames', 'dashlink', 'nasa']",2186,0.4170861
1,"['active', 'marshall-space-flig...']",2187,0.41707882
7,"['active', 'university-of-illin...']",2188,0.48057556
1,"['completed', 'langley-research-ce...']",2189,0.41708645
7,"['completed', 'marshall-space-flig...']",2190,0.6122918
3,"['completed', 'glenn-research-center']",2191,0.9185678
7,"['completed', 'goddard-space-fligh...']",2192,0.4997684
3,"['completed', 'glenn-research-center']",2193,0.9255729
7,"['3d-model', 'antenna', 'dish', 'satellite']",2194,0.6123314
7,"['apxs', 'chemcam', 'dan', 'hazcam', 'mahli', 'mardi', 'mastcam', 'navcam', 'pds', 'rad', 'rems', 'sam', 'spice']",2195,0.61233115
7,"['completed', 'marshall-space-flig...']",2196,0.5549227
3,"['completed', 'langley-research-ce...']",2197,0.8597113
7,"['completed', 'stennis-space-center']",2198,0.6122924
3,"['crater', 'dlre', 'lamp', 'lend', 'lola', 'lroc', 'pds']",2199,0.8638213
7,"['completed', 'dryden-flight-resea...']",2200,0.61229193
7,"['completed', 'goddard-space-fligh...']",2201,0.50917065
3,"['completed', 'langley-research-ce...']",2202,0.6145299
3,"['completed', 'marshall-space-flig...']",2203,0.5412328
1,"['pds', 'rss']",2204,0.41708973
3,"['aviation', 'checklist', 'design', 'procedure', 'report', 'safety']",2205,0.83700603
7,"['completed', 'goddard-space-fligh...']",2206,0.6123321
7,"['completed', 'dryden-flight-resea...']",2207,0.65453494
7,"['completed', 'goddard-space-fligh...']",2208,0.6122916
3,"['cda', 'pds', 'radar', 'uvis']",2209,0.7690709
3,"['completed', 'glenn-research-center']",2210,0.92533696
7,"['completed', 'langley-research-ce...']",2211,0.6123322
7,"['completed', 'goddard-space-fligh...']",2212,0.6123314
1,"['apxs', 'chemcam', 'dan', 'hazcam', 'navcam', 'pds', 'rems', 'spice']",2213,0.41708377
1,"['ames-research-center', 'completed']",2214,0.730456
1,"['pds', 'rss']",2215,0.4170843
1,"['completed', 'goddard-space-fligh...']",2216,0.41708577
1,"['crism', 'ctx', 'hirise', 'marci', 'mcs', 'pds', 'rss', 'sharad', 'spice']",2217,0.4140098
1,"['cases', 'flow', 'incompressible', 'models', 'turbulence']",2218,0.42253587
7,"['completed', 'johnson-space-center']",2219,0.5641827
7,"['completed', 'marshall-space-flig...']",2220,0.40758416
3,"['completed', 'glenn-research-center']",2221,0.8685473
7,"['completed', 'marshall-space-flig...']",2222,0.6122913
7,"['dictionary', 'index', 'pds']",2223,0.61229163
1,"['epps', 'grns', 'mag', 'mascs', 'mdis', 'mla', 'pds', 'rss', 'spice', 'xrs']",2224,0.41708323
3,"['3d-model', 'eyes-on-the-earth-3d', 'eyes-on-the-solar-s...', 'magellan', 'satellite', 'spacecraft']",2225,0.8791558
7,"['completed', 'marshall-space-flig...']",2226,0.39033344
3,"['completed', 'johnson-space-center']",2227,0.8615585
1,"['completed', 'glenn-research-center']",2228,0.41708195
3,"['pds', 'tool', 'validation']",2229,0.7537225
1,"['completed', 'goddard-space-fligh...']",2230,0.45223236
7,"['completed', 'marshall-space-flig...']",2231,0.3544267
3,"['completed', 'johnson-space-center']",2232,0.9254106
3,"['completed', 'glenn-research-center']",2233,0.93101215
7,"['completed', 'goddard-space-fligh...']",2234,0.7305148
1,"['completed', 'langley-research-ce...']",2235,0.7051159
7,"['pds', 'rss']",2236,0.6123318
7,"['completed', 'jet-propulsion-labo...']",2237,0.6123315
7,"['completed', 'marshall-space-flig...']",2238,0.6123311
3,"['completed', 'glenn-research-center']",2239,0.76877123
7,"['completed', 'jet-propulsion-labo...']",2240,0.6123322
7,"['completed', 'glenn-research-center']",2241,0.48936138
7,"['completed', 'marshall-space-flig...']",2242,0.6122915
7,['Error'],2243,0.6122994
3,"['pds', 'rss']",2244,0.9313975
7,"['completed', 'marshall-space-flig...']",2245,0.61233145
7,"['nasaview', 'pds']",2246,0.47336748
3,"['crism', 'ctx', 'hirise', 'marci', 'mcs', 'pds', 'rss', 'sharad', 'spice']",2247,0.7377266
7,"['completed', 'glenn-research-center']",2248,0.35186532
7,"['completed', 'glenn-research-center']",2249,0.6122908
3,"['its', 'mri', 'pds']",2250,0.69251424
3,"['3d-model', 'friendship-7', 'spacecraft', 'vehicles']",2251,0.930631
3,"['ames-research-center', 'completed']",2252,0.70891356
3,"['completed', 'kennedy-space-center']",2253,0.64432794
1,"['cases', 'flow', 'incompressible', 'models', 'turbulence']",2254,0.41708305
7,"['cda', 'pds', 'radar', 'uvis']",2255,0.6123312
1,"['dictionary', 'index', 'pds']",2256,0.41708565
7,"['ames-research-center', 'completed']",2257,0.61229146
3,"['3d-model', 'kepler', 'satellite', 'spacecraft']",2258,0.7004037
7,"['completed', 'goddard-space-fligh...']",2259,0.61233175
7,"['data', 'dictionary', 'index', 'pds']",2260,0.61233103
1,"['completed', 'goddard-space-fligh...']",2261,0.41708466
7,"['cirs', 'iss', 'pds', 'radar', 'rpws', 'rss', 'spice', 'uvis', 'vims']",2262,0.6621179
7,"['pds', 'rss']",2263,0.47135663
3,"['ames-research-center', 'completed']",2264,0.7863503
3,"['completed', 'glenn-research-center']",2265,0.6193664
3,"['cases', 'compressible', 'flow', 'models', 'turbulence']",2266,0.93635464
3,"['cda', 'cirs', 'iss', 'pds', 'radar', 'rss', 'spice', 'uvis', 'vims']",2267,0.8563751
7,"['completed', 'langley-research-ce...']",2268,0.61233383
7,"['completed', 'glenn-research-center']",2269,0.48592532
1,"['completed', 'dryden-flight-resea...']",2270,0.41708967
7,"['completed', 'marshall-space-flig...']",2271,0.6122911
7,"['completed', 'glenn-research-center']",2272,0.61233145
3,['completed'],2273,0.6301496
3,"['completed', 'glenn-research-center']",2274,0.8564058
7,"['completed', 'johnson-space-center']",2275,0.6123328
3,"['completed', 'glenn-research-center']",2276,0.8751288
3,"['cirs', 'data', 'hrd', 'inms', 'iss', 'mag', 'mimi', 'pds', 'radar', 'rpws', 'rss', 'spice', 'uvis', 'vims']",2277,0.76204634
7,"['data', 'epps', 'grns', 'mag', 'mascs', 'mdis', 'mla', 'pds', 'rss', 'spice', 'xrs']",2278,0.3236598
1,"['completed', 'glenn-research-center']",2279,0.41708204
7,"['completed', 'goddard-space-fligh...']",2280,0.500892
3,['Error'],2281,0.7888447
3,"['crism', 'ctx', 'hirise', 'marci', 'mcs', 'pds', 'rss', 'sharad', 'spice']",2282,0.65990233
3,"['3d-model', 'explorer', 'jupiter-c', 'rocket', 'spacecraft', 'vehicles']",2283,0.93630594
7,"['completed', 'johnson-space-center']",2284,0.47336707
7,"['completed', 'stennis-space-center']",2285,0.6123318
1,"['completed', 'jet-propulsion-labo...']",2286,0.41708383
1,"['completed', 'jet-propulsion-labo...']",2287,0.41708866
7,"['completed', 'goddard-space-fligh...']",2288,0.6122911
3,"['completed', 'glenn-research-center']",2289,0.7251558
3,"['ames-research-center', 'completed']",2290,0.5260755
7,"['completed', 'marshall-space-flig...']",2291,0.6123325
3,"['completed', 'marshall-space-flig...']",2292,0.46360943
1,"['completed', 'glenn-research-center']",2293,0.41708958
3,"['ames-research-center', 'completed']",2294,0.7284432
3,"['grs', 'pds', 'spice', 'themis']",2295,0.6493454
7,"['ames-research-center', 'completed']",2296,0.61229193
7,"['completed', 'jet-propulsion-labo...']",2297,0.2986494
3,"['completed', 'jet-propulsion-labo...']",2298,0.8363442
3,"['crism', 'ctx', 'hirise', 'marci', 'mcs', 'pds', 'rss', 'sharad', 'spice']",2299,0.7044841
3,"['3d-model', 'eyes-on-the-earth-3d', 'eyes-on-the-solar-s...', 'mars-global-surveyor', 'satellite', 'spacecraft']",2300,0.8427834
7,"['3d-model', 'astronaut', 'emu', 'spacesuit', 'spacewalk', 'suit']",2301,0.61229146
7,"['pds', 'tool', 'validation']",2302,0.6122913
7,"['ames-research-center', 'completed']",2303,0.61229134
3,"['apxs', 'hazcam', 'mb', 'mi', 'mtes', 'navcam', 'pancam', 'pds', 'spice']",2304,0.9248214
7,"['completed', 'marshall-space-flig...']",2305,0.534669
1,"['completed', 'johnson-space-center']",2306,0.41708556
7,"['completed', 'jet-propulsion-labo...']",2307,0.65490246
3,"['ames-research-center', 'completed']",2308,0.8287862
7,"['completed', 'langley-research-ce...']",2309,0.61233157
1,"['completed', 'goddard-space-fligh...']",2310,0.46307558
1,"['dictionary', 'index', 'pds']",2311,0.41708514
3,"['completed', 'goddard-space-fligh...']",2312,0.85537356
3,"['grs', 'pds', 'spice', 'themis']",2313,0.86382186
3,"['completed', 'glenn-research-center']",2314,0.73204356
7,"['cips', 'hrd', 'inms', 'iss', 'mag', 'mimi', 'pds', 'radar', 'rpws', 'rss', 'spice', 'uvis', 'vims']",2315,0.58767444
7,"['completed', 'marshall-space-flig...']",2316,0.4498012
7,"['cda', 'cirs', 'iss', 'pds', 'radar', 'rss', 'spice', 'vims']",2317,0.61232656
1,"['completed', 'jet-propulsion-labo...']",2318,0.41708648
3,"['completed', 'marshall-space-flig...']",2319,0.77055806
1,"['completed', 'goddard-space-fligh...']",2320,0.4170874
7,"['completed', 'kennedy-space-center']",2321,0.6122913
7,"['completed', 'goddard-space-fligh...']",2322,0.6122906
7,"['completed', 'jet-propulsion-labo...']",2323,0.612292
7,"['completed', 'jet-propulsion-labo...']",2324,0.62271553
7,"['completed', 'glenn-research-center']",2325,0.61229134
3,"['completed', 'langley-research-ce...']",2326,0.82949746
7,"['completed', 'johnson-space-center']",2327,0.5893674
1,"['completed', 'glenn-research-center']",2328,0.41708136
2,"['completed', 'johnson-space-center']",2329,0.5743911
7,"['completed', 'glenn-research-center']",2330,0.47237927
1,"['epps', 'grns', 'mag', 'mascs', 'mdis', 'mla', 'pds', 'spice', 'xrs']",2331,0.40939665
7,"['completed', 'goddard-space-fligh...']",2332,0.6704425
1,"['completed', 'johnson-space-center']",2333,0.67882437
1,"['completed', 'langley-research-ce...']",2334,0.4212899
1,"['completed', 'johnson-space-center']",2335,0.68268555
3,"['inms', 'mimi', 'pds', 'rss', 'spice']",2336,0.92700845
3,"['completed', 'glenn-research-center']",2337,0.9270089
3,"['completed', 'jet-propulsion-labo...']",2338,0.9326142
3,"['completed', 'kennedy-space-center']",2339,0.932625
0,"['completed', 'johnson-space-center']",2340,0.50982475
0,"['apxs', 'hazcam', 'mi', 'navcam', 'pancam', 'rat', 'rover-motion-counter', 'spice']",2341,0.44577524
1,"['active', 'langley-research-ce...']",2342,0.7638618
6,"['ames-research-center', 'completed']",2343,0.3172851
1,"['completed', 'dryden-flight-resea...']",2344,0.63735026
6,"['completed', 'jet-propulsion-labo...']",2345,0.12501818
1,"['completed', 'jet-propulsion-labo...']",2346,0.8196183
2,['Error'],2347,0.63000625
0,"['completed', 'johnson-space-center']",2348,0.125
1,"['completed', 'langley-research-ce...']",2349,0.765487
1,"['completed', 'glenn-research-center']",2350,0.765487
1,"['pds', 'rss']",2351,0.6404245
5,"['ames-research-center', 'completed']",2352,0.3187351
5,"['completed', 'glenn-research-center']",2353,0.49552783
1,"['completed', 'goddard-space-fligh...']",2354,0.39920187
1,"['ames-research-center', 'completed']",2355,0.65801567
5,"['completed', 'goddard-space-fligh...']",2356,0.56949025
1,"['completed', 'glenn-research-center']",2357,0.4758579
1,"['completed', 'langley-research-ce...']",2358,0.34546462
1,"['completed', 'glenn-research-center']",2359,0.59514165
5,"['completed', 'glenn-research-center']",2360,0.48452008
1,"['completed', 'langley-research-ce...']",2361,0.31284273
3,"['lgrs', 'pds', 'rss', 'spice']",2362,0.43020308
5,"['completed', 'langley-research-ce...']",2363,0.7299946
5,"['data', 'dictionary', 'index', 'pds']",2364,0.3285943
5,"['completed', 'langley-research-ce...']",2365,0.50052726
1,"['data', 'grs', 'pds', 'radio-science', 'spice', 'themis']",2366,0.5951483
4,"['caps', 'cda', 'cirs', 'hrd', 'inms', 'iss', 'mimi', 'pds', 'radar', 'rpws', 'rss', 'spice', 'uvis', 'vims']",2367,0.26411644
1,"['ames-research-center', 'completed']",2368,0.47582644
5,"['completed', 'langley-research-ce...']",2369,0.4845692
1,"['grs', 'pds', 'spice', 'themis']",2370,0.59498817
5,"['ames-research-center', 'completed']",2371,0.31861177
1,"['completed', 'johnson-space-center']",2372,0.5950253
1,"['crism', 'ctx', 'hirise', 'marci', 'mcs', 'pds', 'rss', 'sharad', 'spice']",2373,0.3762904
6,"['completed', 'langley-research-ce...']",2374,0.6901104
0,"['completed', 'goddard-space-fligh...']",2375,0.125
0,"['ames-research-center', 'completed']",2376,0.125
0,"['completed', 'glenn-research-center']",2377,0.125
1,"['completed', 'jet-propulsion-labo...']",2378,0.5510121
1,"['completed', 'jet-propulsion-labo...']",2379,0.6473187
1,"['3d-model', 'astronaut', 'crew-lock-bag', 'shuttle']",2380,0.610418
1,"['3d-model', 'equipment', 'grease-gun', 'tools']",2381,0.71206945
3,"['completed', 'goddard-space-fligh...']",2382,0.5266663
1,"['completed', 'goddard-space-fligh...']",2383,0.30376095
0,"['cases', 'flow', 'incompressible', 'models', 'turbulence']",2384,0.6664311
1,"['completed', 'jet-propulsion-labo...']",2385,0.374168
0,"['completed', 'langley-research-ce...']",2386,0.35415623
0,"['completed', 'dryden-flight-resea...']",2387,0.39057598
1,"['3d-model', 'gemini', 'spacecraft', 'vehicles']",2388,0.62498754
1,"['3d-model', 'gantry', 'launch', 'shuttle']",2389,0.4221475
3,"['completed', 'jet-propulsion-labo...']",2390,0.39547896
1,"['completed', 'jet-propulsion-labo...']",2391,0.5331888
1,"['completed', 'johnson-space-center']",2392,0.69815135
1,"['completed', 'glenn-research-center']",2393,0.6981622
1,"['completed', 'goddard-space-fligh...']",2394,0.69818676
1,"['completed', 'jet-propulsion-labo...']",2395,0.53318673
1,"['completed', 'jet-propulsion-labo...']",2396,0.5331983
0,"['completed', 'goddard-space-fligh...']",2397,0.70810276
1,"['completed', 'goddard-space-fligh...']",2398,0.5849124
1,"['completed', 'johnson-space-center']",2399,0.41464147
1,"['completed', 'stennis-space-center']",2400,0.68053645
6,"['completed', 'glenn-research-center']",2401,0.3979378
6,"['aircraft', 'aviation', 'conflict', 'parachute', 'safety']",2402,0.48421058
1,"['completed', 'langley-research-ce...']",2403,0.89056015
1,"['completed', 'jet-propulsion-labo...']",2404,0.73237884
3,"['completed', 'jet-propulsion-labo...']",2405,0.5484637
1,"['completed', 'johnson-space-center']",2406,0.46911854
1,"['active', 'johnson-space-center']",2407,0.46927297
0,"['completed', 'dryden-flight-resea...']",2408,0.4760572
3,"['completed', 'jet-propulsion-labo...']",2409,0.44933277
1,"['completed', 'johnson-space-center']",2410,0.6307611
3,"['apxs', 'chemmin', 'hazcam', 'navcam', 'pds', 'rems', 'sam']",2411,0.44971815
1,"['3d-model', 'global-hawk', 'uav']",2412,0.6894985
1,"['completed', 'glenn-research-center']",2413,0.60479665
3,"['completed', 'goddard-space-fligh...']",2414,0.6533973
3,"['ames-research-center', 'completed']",2415,0.36647293
3,"['completed', 'johnson-space-center']",2416,0.36648133
3,"['completed', 'langley-research-ce...']",2417,0.85410905
3,"['ames-research-center', 'completed']",2418,0.40737754
3,"['3d-model', 'international-space...', 'iss', 'satellite', 'space-stations', 'spacecraft', 'structures']",2419,0.6533736
1,"['completed', 'glenn-research-center']",2420,0.55290353
1,"['pds', 'rss']",2421,0.76781154
1,"['completed', 'kennedy-space-center']",2422,0.4294869
3,"['completed', 'marshall-space-flig...']",2423,0.36648512
3,"['completed', 'glenn-research-center']",2424,0.40727025
1,"['completed', 'goddard-space-fligh...']",2425,0.68773246
1,"['completed', 'jet-propulsion-labo...']",2426,0.854038
3,"['completed', 'dryden-flight-resea...']",2427,0.548348
3,"['ames-research-center', 'completed']",2428,0.45271158
3,"['pds', 'rss']",2429,0.5483338
3,"['completed', 'glenn-research-center']",2430,0.40743175
3,"['apxs', 'hazcam', 'mb', 'mi', 'mtes', 'navcam', 'pancam', 'pds', 'spice']",2431,0.4074161
3,['completed'],2432,0.34883052
3,"['data', 'lgrs', 'pds']",2433,0.5484127
1,"['completed', 'johnson-space-center']",2434,0.6538306
1,"['completed', 'stennis-space-center']",2435,0.4691351
1,"['apxs', 'hazcam', 'mb', 'mi', 'mtes', 'navcam', 'pancam', 'pds', 'spice']",2436,0.6098384
3,"['ames-research-center', 'completed']",2437,0.5484641
0,"['3d-model', 'fss', 'hst', 'mule', 'oruc', 'satellite', 'slic', 'sm4', 'spacecraft']",2438,0.4760571
1,"['completed', 'glenn-research-center']",2439,0.7678889
1,"['completed', 'glenn-research-center']",2440,0.2813789
3,"['completed', 'goddard-space-fligh...']",2441,0.63884073
3,"['nasaview', 'pds']",2442,0.54845905
1,"['completed', 'dryden-flight-resea...']",2443,0.48757553
0,"['completed', 'johnson-space-center']",2444,0.45405054
1,"['completed', 'jet-propulsion-labo...']",2445,0.6877032
3,"['completed', 'marshall-space-flig...']",2446,0.4527175
3,"['completed', 'glenn-research-center']",2447,0.40745768
3,"['completed', 'johnson-space-center']",2448,0.4242804
1,"['completed', 'langley-research-ce...']",2449,0.8541599
3,"['completed', 'dryden-flight-resea...']",2450,0.5483454
0,"['completed', 'johnson-space-center']",2451,0.4760572
3,"['completed', 'langley-research-ce...']",2452,0.63883924
3,"['completed', 'johnson-space-center']",2453,0.50088876
1,"['completed', 'johnson-space-center']",2454,0.55285925
3,"['completed', 'jet-propulsion-labo...']",2455,0.42443103
3,"['completed', 'glenn-research-center']",2456,0.4074269
3,"['completed', 'goddard-space-fligh...']",2457,0.6352134
1,"['completed', 'marshall-space-flig...']",2458,0.50336736
3,"['ames-research-center', 'completed']",2459,0.4575403
1,"['aviation', 'flight', 'general', 'safety', 'training']",2460,0.4690725
3,"['completed', 'glenn-research-center']",2461,0.3642433
1,"['completed', 'kennedy-space-center']",2462,0.60999477
1,"['cases', 'flow', 'incompressible', 'models', 'turbulence']",2463,0.8540352
1,"['completed', 'langley-research-ce...']",2464,0.87497985
3,"['completed', 'marshall-space-flig...']",2465,0.5483351
1,"['cases', 'flow', 'incompressible', 'models', 'turbulence']",2466,0.6308182
3,"['completed', 'kennedy-space-center']",2467,0.45269695
3,"['completed', 'marshall-space-flig...']",2468,0.40725467
3,"['crism', 'ctx', 'hirise', 'marci', 'mcs', 'pds', 'rss', 'sharad', 'spice']",2469,0.548337
3,"['completed', 'kennedy-space-center']",2470,0.45270514
3,"['completed', 'johnson-space-center']",2471,0.44946724
1,"['crater', 'data', 'dlre', 'lamp', 'lend', 'lola', 'lroc', 'pds']",2472,0.6308567
3,"['completed', 'marshall-space-flig...']",2473,0.4142653
3,"['completed', 'langley-research-ce...']",2474,0.54837716
3,"['data', 'pds', 'sharad']",2475,0.3925869
1,"['3d-model', 'global-hawk', 'uav']",2476,0.87496483
3,"['completed', 'glenn-research-center']",2477,0.36646053
3,"['completed', 'johnson-space-center']",2478,0.36657086
3,"['completed', 'marshall-space-flig...']",2479,0.54854876
3,"['active', 'goddard-space-fligh...']",2480,0.413973
3,"['c-ison-2012-s1', 'epoxi']",2481,0.4242478
0,"['completed', 'jet-propulsion-labo...']",2482,0.34972182
1,"['completed', 'jet-propulsion-labo...']",2483,0.6047985
3,"['ames-research-center', 'completed']",2484,0.5483824
3,"['completed', 'goddard-space-fligh...']",2485,0.6297528
3,"['pds', 'software']",2486,0.45267338
1,"['completed', 'dryden-flight-resea...']",2487,0.63079375
3,"['crism', 'hirise', 'mcs', 'pds', 'rss', 'sharad', 'spice']",2488,0.56209886
3,"['completed', 'glenn-research-center']",2489,0.5484841
1,"['3d-model', 'gemini', 'spacecraft', 'spacesuit']",2490,0.6308741
3,"['completed', 'glenn-research-center']",2491,0.620444
1,"['3d-model', 'gantry', 'launch', 'shuttle']",2492,0.6308584
1,"['ames-research-center', 'completed']",2493,0.6693829
3,"['algebraic', 'explicit', 'models', 'stress', 'turbulence']",2494,0.45238516
1,"['completed', 'langley-research-ce...']",2495,0.68950856
1,"['completed', 'glenn-research-center']",2496,0.6511919
3,"['completed', 'stennis-space-center']",2497,0.52292186
3,"['completed', 'johnson-space-center']",2498,0.36647895
3,"['crat', 'dlre', 'lamp', 'lend', 'lola', 'lroc', 'mrflro', 'pds']",2499,0.5009396
0,"['3d-model', 'deep-impact', 'eyes-on-the-solar-s...', 'satellite', 'spacecraft']",2500,0.4760571
1,"['ames-research-center', 'completed']",2501,0.4293611
3,"['completed', 'marshall-space-flig...']",2502,0.5483597
1,"['completed', 'glenn-research-center']",2503,0.85414094
3,"['completed', 'goddard-space-fligh...']",2504,0.3642944
3,"['cda', 'cirs', 'inms', 'iss', 'mag', 'mimi', 'pds', 'radar', 'rpws', 'rss', 'spice', 'uvis', 'vims']",2505,0.4494333
3,"['ames-research-center', 'completed']",2506,0.5483779
3,"['completed', 'goddard-space-fligh...']",2507,0.6356265
3,"['completed', 'jet-propulsion-labo...']",2508,0.45238638
3,"['completed', 'kennedy-space-center']",2509,0.5484442
0,"['3d-model', 'international-space...', 'iss', 'satellite', 'space-stations', 'spacecraft', 'structures']",2510,0.47605723
3,"['3d-model', 'equipment', 'tools', 'wrench']",2511,0.5227421
3,"['completed', 'langley-research-ce...']",2512,0.45264965
0,"['completed', 'langley-research-ce...']",2513,0.47599956
3,"['completed', 'goddard-space-fligh...']",2514,0.6297938
3,"['completed', 'langley-research-ce...']",2515,0.3926248
3,"['completed', 'dryden-flight-resea...']",2516,0.54844093
1,"['ames-research-center', 'completed']",2517,0.5528478
1,"['dictionary', 'index', 'pds']",2518,0.41698456
1,"['completed', 'marshall-space-flig...']",2519,0.60990274
3,"['completed', 'langley-research-ce...']",2520,0.3664757
3,"['completed', 'marshall-space-flig...']",2521,0.40728298
3,"['completed', 'johnson-space-center']",2522,0.54846185
1,"['completed', 'jet-propulsion-labo...']",2523,0.55288154
1,"['completed', 'langley-research-ce...']",2524,0.65379167
1,"['ames-research-center', 'completed']",2525,0.59318405
3,"['3d-model', 'faith-7', 'spacecraft', 'vehicles']",2526,0.45273924
3,"['completed', 'marshall-space-flig...']",2527,0.5483703
3,"['aviation', 'incursion', 'runway', 'safety']",2528,0.5483733
1,"['completed', 'glenn-research-center']",2529,0.5033991
0,"['completed', 'johnson-space-center']",2530,0.47605723
0,"['ames-research-center', 'completed']",2531,0.5264549
0,"['completed', 'goddard-space-fligh...']",2532,0.47605723
3,"['ames-research-center', 'completed']",2533,0.3926149
3,"['completed', 'glenn-research-center']",2534,0.5484378
3,"['completed', 'jet-propulsion-labo...']",2535,0.50779283
1,"['grs', 'pds', 'spice', 'themis']",2536,0.5931605
3,"['3d-model', 'hst', 'satellite', 'spacecraft']",2537,0.5484322
3,"['active', 'johnson-space-center']",2538,0.54840255
1,"['completed', 'johnson-space-center']",2539,0.8541519
3,"['completed', 'jet-propulsion-labo...']",2540,0.36647475
1,"['completed', 'langley-research-ce...']",2541,0.6511597
1,"['dictionary', 'index', 'pds']",2542,0.669378
