topic,sub_topic,dataset_id,topic_confidence,sub_topic_confidence
1,2,21507,0.25958773,0.70568997
4,2,21508,0.5975107,0.862623
1,2,21509,0.6584233,0.8273224
3,2,21510,0.587594,0.6864968
0,2,21511,0.7707447,0.9165335
3,2,21512,0.67409265,0.98837507
7,2,21513,0.82509613,0.8537006
5,2,21514,0.5959237,0.9626984
7,2,21515,0.57455015,0.9658935
7,2,21516,0.6323019,0.9197541
7,2,21517,0.62352425,0.9412977
4,2,21518,0.42326257,0.9962197
4,2,21519,0.42928818,0.92674917
0,2,21520,0.51103085,0.6962733
3,2,21521,0.82047975,0.9928181
4,2,21522,0.48410615,0.9538324
4,2,21523,0.34893382,0.65519893
7,2,21524,0.4639668,0.9438657
4,2,21525,0.6471973,0.9779314
3,2,21526,0.8540651,0.9907706
4,2,21527,0.4651099,0.94348204
4,2,21528,0.2602448,0.9879195
1,2,21529,0.2572588,0.83766633
7,2,21530,0.54138386,0.92739934
2,2,21531,0.41191065,0.98944104
2,2,21532,0.3925783,0.91494656
2,2,21533,0.30381334,0.9641095
3,2,21534,0.3789501,0.9654303
4,2,21535,0.77619684,0.96428174
4,2,21536,0.55440587,0.9843647
2,2,21537,0.5314246,0.99484307
2,2,21538,0.36044067,0.85328937
5,2,21539,0.41168422,0.99461776
5,2,21540,0.4468822,0.8365074
7,2,21541,0.64057916,0.9856556
2,2,21542,0.72697115,0.787981
7,2,21543,0.52891225,0.96682185
3,2,21544,0.52049303,0.99690795
2,2,21545,0.49087164,0.996002
6,2,21546,0.44892237,0.9922739
7,2,21547,0.2612804,0.99336517
7,2,21548,0.68068635,0.64431596
4,2,21549,0.7994591,0.9947878
4,2,21550,0.7784392,0.99209774
4,2,21551,0.58798593,0.9456256
3,2,21552,0.30334836,0.86649466
2,2,21553,0.31577754,0.91083115
5,2,21554,0.5276172,0.907365
0,2,21555,0.3212431,0.97901034
7,2,21556,0.7774881,0.8994319
7,2,21557,0.49068248,0.83213943
1,0,21558,0.8103182,0.5037095
4,2,21559,0.5482762,0.9916006
5,2,21560,0.6297261,0.98768425
7,2,21561,0.6327745,0.9971379
3,2,21562,0.39040682,0.99266607
2,2,21563,0.38685277,0.7195829
5,2,21564,0.68120116,0.99410105
2,2,21565,0.35120147,0.99474007
0,2,21566,0.45187387,0.9815769
4,2,21567,0.8391662,0.9967414
3,2,21568,0.40188974,0.9947377
2,2,21569,0.40322766,0.8759739
6,2,21570,0.8171428,0.9932971
7,2,21571,0.66216075,0.88633513
5,2,21572,0.49918196,0.90202403
2,2,21573,0.6293545,0.992599
2,2,21574,0.6826552,0.8808796
2,2,21575,0.42885792,0.9868979
7,2,21576,0.7812135,0.9843985
6,2,21577,0.47746876,0.99538416
3,2,21578,0.6362714,0.79867625
4,2,21579,0.5126201,0.95803666
4,2,21580,0.79896855,0.99368316
3,2,21581,0.31137666,0.9503936
7,2,21582,0.64627534,0.86019754
6,2,21583,0.6000987,0.9959984
2,2,21584,0.8249141,0.9397859
6,2,21585,0.4402763,0.57893723
5,2,21586,0.5142528,0.74126214
0,2,21587,0.5377767,0.9906437
4,2,21588,0.56089187,0.50413775
6,2,21589,0.55586016,0.9968459
0,2,21590,0.48692662,0.82164997
4,2,21591,0.4369294,0.97647095
3,2,21592,0.45118237,0.9966468
5,2,21593,0.69386244,0.98672813
0,2,21594,0.48380956,0.81498724
7,2,21595,0.39995208,0.9746198
4,2,21596,0.87496805,0.9920788
4,2,21597,0.360446,0.99367666
3,2,21598,0.4296281,0.7398244
4,2,21599,0.7903109,0.99710304
0,2,21600,0.5063296,0.9486326
3,2,21601,0.40711778,0.992417
7,2,21602,0.5199307,0.7453288
4,2,21603,0.43437693,0.87951803
4,2,21604,0.27233228,0.9788088
7,2,21605,0.2916134,0.97022223
7,2,21606,0.5153386,0.9956541
2,2,21607,0.35906723,0.96164554
4,2,21608,0.73382634,0.9932903
4,2,21609,0.4172909,0.9868024
2,2,21610,0.42573622,0.99435896
2,2,21611,0.7487237,0.9866475
2,2,21612,0.71057373,0.50448513
2,2,21613,0.43289095,0.6631929
5,2,21614,0.41292202,0.99356663
5,2,21615,0.510962,0.9915034
2,2,21616,0.6249271,0.95991206
7,2,21617,0.8905327,0.97659695
5,2,21618,0.30516073,0.5197642
0,2,21619,0.37052113,0.99451333
3,2,21620,0.52698743,0.9223174
2,2,21621,0.32119715,0.9878622
5,2,21622,0.8468527,0.9528166
2,2,21623,0.47914937,0.99177945
5,2,21624,0.4442566,0.9952661
7,2,21625,0.85370207,0.99580175
3,2,21626,0.5603628,0.99289674
4,2,21627,0.52075464,0.98287433
5,2,21628,0.33037177,0.9908611
5,2,21629,0.6042596,0.8964678
7,2,21630,0.32885966,0.8118439
1,2,21631,0.5781522,0.5041296
5,2,21632,0.5536109,0.87027085
2,2,21633,0.5128317,0.9837027
0,2,21634,0.3540382,0.9920841
2,2,21635,0.5239136,0.88972265
4,2,21636,0.373825,0.9954971
1,0,21637,0.685813,0.98266345
1,0,21638,0.698173,0.982663
0,0,21639,0.7811517,0.860365
0,0,21640,0.125,0.8556621
1,0,21641,0.4853121,0.8625209
1,0,21642,0.48532012,0.85976136
4,0,21643,0.45022643,0.7716074
4,0,21644,0.45023394,0.77160853
7,0,21645,0.4463732,0.5188858
7,2,21646,0.41956618,0.51966155
7,2,21647,0.41953188,0.5061026
7,0,21648,0.5665788,0.5324616
7,0,21649,0.44632977,0.5306473
7,0,21650,0.5665493,0.54419935
0,0,21651,0.8905692,0.78937286
0,2,21652,0.7810317,0.91953343
1,0,21653,0.7321204,0.83379006
1,0,21654,0.68752843,0.88986075
1,0,21655,0.7247682,0.7019291
1,0,21656,0.61942834,0.93750525
1,0,21657,0.8541408,0.8047561
1,0,21658,0.7247762,0.6760383
1,0,21659,0.85414094,0.84549385
1,0,21660,0.85414106,0.7871069
1,0,21661,0.85414124,0.767949
1,0,21662,0.85414124,0.7786416
1,0,21663,0.5842929,0.79525506
1,0,21664,0.6875286,0.89151293
1,0,21665,0.68804705,0.900034
3,0,21666,0.7617228,0.8363122
1,0,21667,0.6194304,0.94149953
1,2,21668,0.41372,0.9866803
0,0,21669,0.4451672,0.9879539
1,0,21670,0.7910225,0.94192564
1,0,21671,0.90176314,0.9817903
3,0,21672,0.6082613,0.89546573
1,0,21673,0.7081647,0.68058974
3,0,21674,0.70826405,0.7235485
6,0,21675,0.7641652,0.9831406
3,0,21676,0.69073504,0.98314154
3,0,21677,0.65825665,0.98314124
6,0,21678,0.44783008,0.58173066
3,0,21679,0.5130815,0.9831415
3,0,21680,0.59560704,0.9831408
2,0,21681,0.44299856,0.5817454
2,0,21682,0.47716722,0.983141
2,0,21683,0.402396,0.5817507
3,0,21684,0.40928933,0.9831415
3,0,21685,0.5020179,0.5817513
3,0,21686,0.49942848,0.983141
3,0,21687,0.6144881,0.58173656
6,0,21688,0.5624192,0.5817346
6,0,21689,0.6546842,0.9831349
6,0,21690,0.7308431,0.5817424
2,0,21691,0.44739366,0.9831406
3,0,21692,0.57460904,0.98314124
6,0,21693,0.5445505,0.9831409
3,0,21694,0.5410011,0.5817484
6,0,21695,0.53782,0.5817317
3,0,21696,0.60832196,0.983141
6,0,21697,0.87477773,0.58175355
6,0,21698,0.6433625,0.5817332
3,0,21699,0.4796018,0.5817478
1,0,21700,0.75642186,0.83428675
1,0,21701,0.7558415,0.78756785
6,0,21702,0.722618,0.5817497
3,0,21703,0.56132305,0.5817462
3,0,21704,0.6580437,0.9831407
6,0,21705,0.77186406,0.58172995
3,0,21706,0.58824325,0.9831412
3,0,21707,0.5655074,0.5817516
3,0,21708,0.39130962,0.9831412
3,0,21709,0.5946774,0.58174795
1,0,21710,0.42137817,0.84349835
3,0,21711,0.5635347,0.58174646
3,0,21712,0.50985515,0.58174616
1,0,21713,0.51886976,0.5817436
3,0,21714,0.53257316,0.84349024
2,0,21715,0.7196329,0.8460543
3,0,21716,0.7412445,0.6442867
2,0,21717,0.65598863,0.8460552
6,0,21718,0.6201996,0.9831354
3,0,21719,0.64446515,0.5817395
3,0,21720,0.3739399,0.98314154
2,0,21721,0.68267435,0.8460543
3,0,21722,0.90266824,0.5817375
3,0,21723,0.9203072,0.64428556
3,0,21724,0.70546997,0.58175313
6,0,21725,0.44880655,0.80908996
2,0,21726,0.60479057,0.84604967
3,0,21727,0.30270177,0.8434943
3,0,21728,0.62046814,0.5817464
1,0,21729,0.35025066,0.84349823
3,0,21730,0.44923946,0.5817361
3,0,21731,0.5863702,0.5817497
3,0,21732,0.54072875,0.5817403
1,0,21733,0.49203336,0.98779434
3,0,21734,0.44343576,0.8434977
1,0,21735,0.5475593,0.9877937
3,0,21736,0.9026499,0.5817401
1,0,21737,0.66535884,0.9877934
6,0,21738,0.49457988,0.8090885
3,0,21739,0.89042836,0.5817356
3,0,21740,0.90265864,0.58174515
3,0,21741,0.5053783,0.8434955
3,0,21742,0.46456292,0.84349066
6,0,21743,0.4591382,0.8090876
2,0,21744,0.4384491,0.58175355
3,0,21745,0.90266335,0.5817371
3,0,21746,0.87486345,0.98314154
3,0,21747,0.902708,0.9831408
6,0,21748,0.491901,0.7875716
3,0,21749,0.8904992,0.58173746
6,0,21750,0.5914227,0.9831356
1,0,21751,0.5097441,0.98779404
3,0,21752,0.5817087,0.5817456
2,0,21753,0.62064964,0.84605503
3,0,21754,0.9123131,0.6442866
3,0,21755,0.9123597,0.64428496
6,0,21756,0.64463955,0.98313445
2,0,21757,0.46565375,0.9831415
3,0,21758,0.8905474,0.9831402
1,0,21759,0.42702562,0.5817427
2,0,21760,0.51651037,0.8460545
2,0,21761,0.8240765,0.8460537
2,0,21762,0.5769346,0.84605354
3,0,21763,0.9027076,0.9831407
3,0,21764,0.9027022,0.98314106
1,0,21765,0.50580716,0.581735
3,0,21766,0.7287551,0.8434981
1,0,21767,0.4077522,0.84349895
3,0,21768,0.575208,0.84349805
2,0,21769,0.6763753,0.84605163
3,0,21770,0.9123467,0.644287
3,0,21771,0.65344393,0.9831408
3,0,21772,0.42427343,0.8434915
3,0,21773,0.92699236,0.64428645
1,0,21774,0.48109746,0.98779565
3,0,21775,0.6229694,0.84349006
3,0,21776,0.89047545,0.98314106
1,0,21777,0.49576953,0.8434939
3,0,21778,0.5425264,0.8434927
3,0,21779,0.9027058,0.98313445
3,0,21780,0.42993593,0.8434911
1,0,21781,0.46163416,0.84349847
3,0,21782,0.92698056,0.64428794
0,0,21783,0.125,0.93739086
3,0,21784,0.61581814,0.5817414
3,0,21785,0.722888,0.8434985
1,0,21786,0.44892272,0.8434941
3,0,21787,0.5574219,0.843497
1,0,21788,0.6449056,0.98779577
1,0,21789,0.38387036,0.58174044
2,0,21790,0.4146274,0.8090843
3,0,21791,0.446739,0.84349966
3,0,21792,0.46380478,0.58173305
3,0,21793,0.47136322,0.5817453
1,0,21794,0.35943875,0.98314124
1,0,21795,0.43035153,0.84349877
2,0,21796,0.8139317,0.84605485
3,0,21797,0.72405905,0.84348536
3,0,21798,0.89050233,0.581739
3,0,21799,0.691144,0.84350234
3,0,21800,0.4129835,0.84349847
3,0,21801,0.4932168,0.84349287
3,0,21802,0.3673,0.9831408
3,0,21803,0.7176386,0.843495
1,0,21804,0.363449,0.58173627
3,0,21805,0.6039177,0.581732
2,0,21806,0.34012985,0.581747
3,0,21807,0.6379928,0.8434922
1,0,21808,0.48719883,0.8434936
3,0,21809,0.6461147,0.98314106
3,0,21810,0.6352123,0.84349674
3,0,21811,0.4686981,0.5817388
1,0,21812,0.45720088,0.987795
1,0,21813,0.35746747,0.58174753
3,0,21814,0.66400874,0.58173656
2,0,21815,0.4515883,0.58175313
3,0,21816,0.74526584,0.64428484
3,0,21817,0.8748053,0.5817486
3,0,21818,0.6925429,0.98314106
1,0,21819,0.39344475,0.58175176
2,0,21820,0.5339038,0.8460538
1,0,21821,0.3711846,0.5817439
6,0,21822,0.41088447,0.8090827
2,0,21823,0.6478439,0.84605217
3,0,21824,0.57517767,0.843492
3,0,21825,0.6283329,0.82566243
3,0,21826,0.5359483,0.84349215
3,0,21827,0.65526295,0.58175236
1,0,21828,0.47795615,0.9877946
1,0,21829,0.3699517,0.5817367
3,0,21830,0.5574448,0.84349954
6,0,21831,0.59072775,0.80908537
3,0,21832,0.72760004,0.8434954
1,0,21833,0.5588331,0.98779505
2,0,21834,0.3764699,0.8434977
3,0,21835,0.46130505,0.84349465
1,0,21836,0.8015995,0.9877993
3,0,21837,0.52955776,0.8435022
2,0,21838,0.36612737,0.84349036
3,0,21839,0.92699295,0.64428675
1,0,21840,0.524913,0.9877992
6,0,21841,0.6866442,0.8090843
1,0,21842,0.2768526,0.8434961
1,0,21843,0.39335662,0.58174133
1,0,21844,0.66120833,0.98779446
1,0,21845,0.55050874,0.98779577
3,0,21846,0.7324522,0.64428806
2,0,21847,0.5298246,0.8460523
3,0,21848,0.9026678,0.5817404
3,0,21849,0.31997517,0.8434999
3,0,21850,0.64259386,0.644285
3,0,21851,0.4292331,0.581751
3,0,21852,0.7598926,0.98314106
3,0,21853,0.77642757,0.5817412
3,0,21854,0.8747917,0.98314035
6,0,21855,0.544142,0.8090894
2,0,21856,0.4531111,0.9831407
3,0,21857,0.8904324,0.58172965
3,0,21858,0.5076109,0.5817329
3,0,21859,0.7555613,0.64428794
1,0,21860,0.4309877,0.58174694
3,0,21861,0.4284927,0.58173954
1,0,21862,0.5698007,0.9877994
6,0,21863,0.80548394,0.80909
0,0,21864,0.39516616,0.78756934
2,0,21865,0.5610847,0.8460525
1,0,21866,0.35415873,0.8434962
1,0,21867,0.43369165,0.8434946
3,0,21868,0.89054865,0.983141
1,0,21869,0.43211165,0.58175
3,0,21870,0.9027071,0.98314124
1,0,21871,0.5103012,0.9877948
3,0,21872,0.85388786,0.58172977
3,0,21873,0.8748639,0.9831409
3,0,21874,0.47721803,0.64428455
3,0,21875,0.87478757,0.58174753
1,0,21876,0.42532012,0.5817433
1,0,21877,0.73808515,0.9877991
6,0,21878,0.5480939,0.9831415
3,0,21879,0.89047706,0.9831414
2,0,21880,0.51658773,0.8460534
1,0,21881,0.3771966,0.843491
1,0,21882,0.45936778,0.5817466
3,0,21883,0.5093108,0.84349996
6,0,21884,0.5853729,0.58173305
3,0,21885,0.48662803,0.84349346
3,0,21886,0.62950844,0.84349924
2,0,21887,0.798854,0.8460531
2,0,21888,0.5046732,0.846052
3,0,21889,0.5155831,0.9831359
2,0,21890,0.7637177,0.84605265
3,0,21891,0.53051054,0.98314154
1,0,21892,0.40133458,0.8435016
3,0,21893,0.56342465,0.8435016
3,0,21894,0.45117432,0.8435011
3,0,21895,0.9203496,0.64428645
6,0,21896,0.6843769,0.58174133
2,0,21897,0.5205416,0.8460415
3,0,21898,0.47965047,0.58173496
6,0,21899,0.5463217,0.58174163
3,0,21900,0.620515,0.5817333
1,0,21901,0.48024297,0.58174914
3,0,21902,0.71272147,0.84349865
2,0,21903,0.77174747,0.8460551
6,0,21904,0.6542728,0.58174795
3,0,21905,0.92035216,0.6442865
3,0,21906,0.92031294,0.64428884
3,0,21907,0.5468888,0.58173627
3,0,21908,0.7564732,0.98314124
3,0,21909,0.90270287,0.98314106
3,0,21910,0.59978074,0.58173233
3,0,21911,0.55668396,0.58173436
1,0,21912,0.61369663,0.98779476
6,0,21913,0.75421035,0.8090853
3,0,21914,0.87479055,0.9831408
3,0,21915,0.41120353,0.58173305
3,0,21916,0.9123232,0.64428854
3,0,21917,0.5610809,0.58175164
6,0,21918,0.45299253,0.80908763
2,0,21919,0.33045506,0.58175176
3,0,21920,0.58327997,0.58174413
3,0,21921,0.61532515,0.84350085
3,0,21922,0.46484873,0.6442879
3,0,21923,0.62161213,0.8434977
1,0,21924,0.3200659,0.58174187
3,0,21925,0.49787125,0.6442869
3,0,21926,0.7739111,0.5817426
2,0,21927,0.6906473,0.84605485
2,0,21928,0.6738391,0.84604275
3,0,21929,0.926984,0.64428663
1,0,21930,0.3858764,0.84349746
3,0,21931,0.6037517,0.58175355
2,0,21932,0.8180444,0.8460537
2,0,21933,0.6533121,0.8460529
2,0,21934,0.50478625,0.8460545
3,0,21935,0.90266603,0.5817478
3,0,21936,0.6978773,0.8434981
3,0,21937,0.5562487,0.8434985
1,0,21938,0.76709,0.8207846
2,0,21939,0.7810106,0.9872027
7,0,21940,0.8248229,0.74084735
1,0,21941,0.791841,0.88479733
0,0,21942,0.5496487,0.7168423
0,0,21943,0.47657043,0.7514302
1,0,21944,0.6735595,0.9841597
7,0,21945,0.4010759,0.7415178
3,0,21946,0.8717565,0.9394911
3,0,21947,0.7263181,0.71680766
1,0,21948,0.52794415,0.7408511
1,0,21949,0.5795403,0.70085347
7,0,21950,0.5181294,0.7357712
3,0,21951,0.7299721,0.7237607
3,0,21952,0.70908916,0.770301
3,0,21953,0.5112382,0.7660504
3,0,21954,0.87484735,0.76900494
1,0,21955,0.60897094,0.9842838
1,0,21956,0.67756563,0.98428726
7,0,21957,0.64204997,0.70436037
1,0,21958,0.6820573,0.98462486
1,0,21959,0.80105925,0.89141953
3,0,21960,0.8539549,0.7598238
3,0,21961,0.9473337,0.9188743
6,0,21962,0.62240535,0.98351747
0,0,21963,0.48741096,0.96977586
6,1,21964,0.39922115,0.5781409
2,0,21965,0.77602524,0.9864074
0,0,21966,0.48739606,0.97191256
1,0,21967,0.42472705,0.7587463
0,0,21968,0.4873977,0.989218
0,0,21969,0.6302206,0.8363398
1,0,21970,0.70663244,0.9812242
2,0,21971,0.68743384,0.8545889
1,0,21972,0.4154924,0.8076458
0,0,21973,0.66724414,0.948374
3,0,21974,0.94401526,0.9232768
3,0,21975,0.7006834,0.97928745
3,0,21976,0.7006601,0.97991717
3,0,21977,0.7006841,0.98026264
3,0,21978,0.70071644,0.97965264
5,0,21979,0.5690782,0.68155426
6,0,21980,0.713351,0.79009753
0,0,21981,0.4174742,0.98222923
6,0,21982,0.468968,0.51508474
0,0,21983,0.53907096,0.74942976
6,0,21984,0.61173546,0.6926959
0,0,21985,0.8249835,0.9839372
0,0,21986,0.60733455,0.89693505
6,0,21987,0.5099781,0.64997685
6,0,21988,0.50430137,0.7136531
0,0,21989,0.5157009,0.8932544
0,0,21990,0.624998,0.9312703
0,0,21991,0.4638695,0.8881536
0,0,21992,0.6222947,0.9865301
0,0,21993,0.4466374,0.9827117
0,0,21994,0.8249819,0.84301525
0,0,21995,0.33101222,0.75340724
0,0,21996,0.48902187,0.92156833
0,0,21997,0.8905687,0.9854345
2,0,21998,0.39324734,0.966166
1,0,21999,0.7570689,0.98605335
0,0,22000,0.8749019,0.9799282
0,0,22001,0.49531773,0.78587174
0,0,22002,0.125,0.99313766
1,0,22003,0.41110724,0.8434983
2,0,22004,0.7667211,0.846043
0,0,22005,0.39107636,0.7858779
3,0,22006,0.6109527,0.9831409
0,0,22007,0.125,0.9525236
0,0,22008,0.125,0.9938504
3,0,22009,0.655215,0.6442876
0,0,22010,0.125,0.9550499
3,0,22011,0.7537966,0.6442868
6,0,22012,0.6199725,0.98314106
3,0,22013,0.4126966,0.84349334
2,0,22014,0.6148482,0.8460477
1,0,22015,0.4945173,0.99017024
1,0,22016,0.4838975,0.99003476
1,0,22017,0.5612099,0.98631424
1,0,22018,0.5165281,0.9900349
1,0,22019,0.49455795,0.99016315
1,0,22020,0.56997514,0.986053
1,0,22021,0.48396417,0.9900348
1,0,22022,0.51654005,0.99003285
1,0,22023,0.47560832,0.9860545
6,0,22024,0.42338046,0.73339987
0,0,22025,0.8309624,0.8531698
1,0,22026,0.5731564,0.98936164
1,0,22027,0.60689485,0.9892098
1,0,22028,0.54557943,0.9892029
4,2,22029,0.44888026,0.5477249
1,0,22030,0.57319516,0.98936194
0,0,22031,0.68770623,0.6413129
2,0,22032,0.38576555,0.70290065
6,0,22033,0.44959426,0.6970788
6,0,22034,0.47605428,0.66611636
0,0,22035,0.5422193,0.8471631
0,0,22036,0.6876948,0.6301417
0,0,22037,0.89056927,0.8895575
6,2,22038,0.7125519,0.4568376
1,0,22039,0.6068985,0.989202
6,0,22040,0.4233804,0.8056556
0,0,22041,0.6487471,0.70110756
1,0,22042,0.5455722,0.9892023
1,0,22043,0.68215173,0.9846385
0,0,22044,0.34758264,0.7436954
0,0,22045,0.7656511,0.81988245
1,0,22046,0.6775798,0.98428816
0,0,22047,0.68761855,0.8935213
0,0,22048,0.68717545,0.984833
5,0,22049,0.5690714,0.75275236
0,0,22050,0.7231829,0.79453605
0,0,22051,0.79164535,0.83388174
0,0,22052,0.9008351,0.7952633
0,0,22053,0.6877068,0.8109162
1,0,22054,0.60889655,0.9842803
1,0,22055,0.8227748,0.87379557
1,0,22056,0.7108031,0.89797
1,0,22057,0.9319695,0.91595495
1,0,22058,0.9408402,0.87630415
1,0,22059,0.873622,0.962577
1,0,22060,0.9017361,0.9276354
1,0,22061,0.75355005,0.92167723
3,0,22062,0.89921767,0.8341651
0,0,22063,0.34676296,0.59047586
1,0,22064,0.5901732,0.5968153
5,0,22065,0.499287,0.6883447
0,0,22066,0.125,0.66048443
3,2,22067,0.4906702,0.50331175
3,0,22068,0.30222222,0.9930104
7,0,22069,0.4905681,0.9899071
7,0,22070,0.34128857,0.9892999
0,0,22071,0.29188165,0.9809544
7,0,22072,0.3684526,0.9905827
7,0,22073,0.3687319,0.987678
7,0,22074,0.44086155,0.9900555
7,0,22075,0.33925295,0.9899074
7,0,22076,0.51613605,0.987678
0,0,22077,0.2963969,0.98280334
7,0,22078,0.5084824,0.9927104
3,0,22079,0.6278161,0.75484574
3,0,22080,0.7193063,0.55358064
3,0,22081,0.60317767,0.65827405
3,0,22082,0.46715835,0.64012986
3,0,22083,0.7306775,0.8272443
3,0,22084,0.76469946,0.9537032
3,0,22085,0.8249214,0.5390034
3,0,22086,0.5524321,0.5346687
3,0,22087,0.8022023,0.79151577
3,0,22088,0.5361079,0.70029926
3,0,22089,0.8989481,0.62476736
3,2,22090,0.46601433,0.51621497
3,0,22091,0.595712,0.8810219
3,0,22092,0.6666439,0.8124787
3,0,22093,0.6365256,0.96959144
3,0,22094,0.8983604,0.57457757
6,0,22095,0.41401547,0.6835569
3,0,22096,0.36872935,0.7054993
2,0,22097,0.6661767,0.8460489
2,0,22098,0.53357965,0.84605426
2,0,22099,0.74369025,0.8460543
2,0,22100,0.5975227,0.84604245
0,0,22101,0.6490495,0.95720744
6,0,22102,0.41820347,0.6463263
0,0,22103,0.5885118,0.5959381
6,0,22104,0.42918634,0.6465796
0,0,22105,0.51621896,0.9133772
1,0,22106,0.68752927,0.82831013
3,0,22107,0.35440186,0.8362536
1,0,22108,0.6404999,0.8830912
2,0,22109,0.5790117,0.923539
1,0,22110,0.39138797,0.85273814
1,0,22111,0.5096833,0.97667795
0,0,22112,0.78109276,0.50875074
5,0,22113,0.27170888,0.8975407
1,0,22114,0.7683848,0.8856497
1,0,22115,0.685146,0.7923272
1,0,22116,0.87499,0.850478
1,0,22117,0.53960466,0.9700503
5,0,22118,0.3939395,0.8722367
1,0,22119,0.62806606,0.90052277
1,0,22120,0.4715308,0.984667
6,0,22121,0.90267235,0.8179668
6,0,22122,0.89051753,0.9856279
6,0,22123,0.2812653,0.94566447
1,0,22124,0.71642673,0.9138991
1,0,22125,0.57994205,0.8316573
1,0,22126,0.6249296,0.8181869
0,0,22127,0.7554035,0.9522206
1,0,22128,0.5333438,0.826763
0,0,22129,0.86394775,0.826474
1,0,22130,0.46989456,0.8026807
0,0,22131,0.541379,0.70286256
0,0,22132,0.6476596,0.69460714
6,0,22133,0.5595096,0.7139808
0,0,22134,0.39252076,0.99010545
1,0,22135,0.7731034,0.5565668
2,0,22136,0.306209,0.78796405
1,0,22137,0.9017361,0.9370059
1,0,22138,0.93196946,0.89865744
1,0,22139,0.8227749,0.87342364
1,0,22140,0.71080166,0.90126336
2,0,22141,0.5159766,0.70057285
0,0,22142,0.5172963,0.55651736
0,0,22143,0.7357118,0.82043535
0,0,22144,0.51671207,0.59781253
0,0,22145,0.6311907,0.89009076
0,0,22146,0.7317369,0.66312814
0,0,22147,0.6805344,0.6469778
0,0,22148,0.6324741,0.6057152
2,0,22149,0.45767877,0.98401934
6,0,22150,0.12501784,0.8213293
1,0,22151,0.92042774,0.945367
6,0,22152,0.12501808,0.8696506
6,0,22153,0.12501769,0.775205
6,0,22154,0.12501742,0.8078377
6,0,22155,0.12501805,0.86277795
6,0,22156,0.12501799,0.76995164
6,0,22157,0.12501757,0.6990123
6,2,22158,0.1250181,0.5521479
1,0,22159,0.7386974,0.9941679
6,0,22160,0.12501788,0.6635131
6,0,22161,0.12501784,0.46803093
6,0,22162,0.12501772,0.88875854
6,0,22163,0.12501723,0.8713426
0,0,22164,0.690001,0.98879635
6,0,22165,0.12501746,0.7321026
6,0,22166,0.12501766,0.8942074
6,0,22167,0.8247271,0.7510671
1,0,22168,0.64775807,0.99416536
6,2,22169,0.12501779,0.5522128
1,0,22170,0.91248965,0.9943921
6,0,22171,0.12501748,0.89705956
6,0,22172,0.12501754,0.8763078
6,0,22173,0.12501745,0.6784508
6,0,22174,0.12501746,0.6635153
1,0,22175,0.9270604,0.94561577
6,0,22176,0.12501751,0.8970604
6,0,22177,0.12501797,0.7319903
1,0,22178,0.81250465,0.99303263
1,0,22179,0.9270606,0.94699997
6,2,22180,0.1250174,0.55213237
6,0,22181,0.12501758,0.86279213
6,0,22182,0.12501837,0.8079093
6,0,22183,0.12501797,0.87132037
6,0,22184,0.1250181,0.82131946
6,0,22185,0.12501773,0.46801853
1,0,22186,0.81253165,0.99470097
6,0,22187,0.12501732,0.86973006
0,0,22188,0.1250175,0.6990968
6,0,22189,0.12501758,0.8941847
1,0,22190,0.81253135,0.9943981
6,0,22191,0.12501764,0.77523893
1,0,22192,0.9270498,0.9460558
1,0,22193,0.91248983,0.9946661
6,0,22194,0.12501822,0.88882834
6,2,22195,0.12501822,0.55220944
6,0,22196,0.12501758,0.6635143
6,0,22197,0.1250175,0.66351014
6,0,22198,0.12501754,0.8762541
1,0,22199,0.83634007,0.9816715
1,0,22200,0.8206911,0.9816645
1,0,22201,0.7858074,0.9310666
1,0,22202,0.82636875,0.9824685
1,0,22203,0.6044544,0.97727084
0,0,22204,0.63492376,0.5171829
0,0,22205,0.74564743,0.89809537
1,0,22206,0.6045057,0.9695614
1,0,22207,0.61511153,0.9081113
1,0,22208,0.3670301,0.86243486
1,0,22209,0.4539251,0.848993
1,0,22210,0.5897094,0.8605375
1,0,22211,0.61924237,0.7718039
1,0,22212,0.8249103,0.97458214
1,0,22213,0.51930547,0.7749736
1,0,22214,0.806964,0.9905
1,0,22215,0.30283555,0.9183806
4,0,22216,0.62466896,0.8847359
2,0,22217,0.35461795,0.94922
4,0,22218,0.6246689,0.9701136
4,0,22219,0.6246689,0.8251522
6,0,22220,0.4254018,0.92619485
4,0,22221,0.8539209,0.96511024
4,0,22222,0.5906315,0.96792704
0,0,22223,0.125,0.66357636
1,0,22224,0.7083236,0.8803424
0,0,22225,0.125,0.601416
0,0,22226,0.125,0.6899554
0,0,22227,0.6583703,0.67865187
0,0,22228,0.125,0.6437002
0,0,22229,0.79154634,0.66852766
2,2,22230,0.6156404,0.56129366
1,0,22231,0.78124356,0.8284921
2,0,22232,0.6031326,0.8065025
7,2,22233,0.6666608,0.5579859
2,0,22234,0.8540806,0.66064185
1,0,22235,0.5493514,0.92211974
0,0,22236,0.40695497,0.69368625
0,0,22237,0.42510098,0.9176287
0,0,22238,0.48903978,0.86538154
1,0,22239,0.5755774,0.9340181
2,0,22240,0.66896087,0.8669324
2,0,22241,0.8248671,0.6130984
1,0,22242,0.8505173,0.7311213
7,0,22243,0.5812905,0.9759783
1,0,22244,0.27094114,0.96339905
2,0,22245,0.294831,0.8266832
7,0,22246,0.53128797,0.5364825
2,0,22247,0.5807948,0.9017469
